customerID,AvgDataUsage_GB,NumCalls,TVPackage,TechSupport
C0723,49.3,35,No,No
C4591,9.6,33,No,Yes
C4823,13.8,40,Yes,No
C0090,34.2,32,No,No
C3375,54.3,42,No,
C0830,34.5,59,Yes,No
C4555,45.9,43,No,
C4896,31.4,45,No,No
C5343,5.5,27,No,No
C1502,11.9,45,No,No
C4402,,52,Yes,No
C1057,5.4,35,Yes,Yes
C3399,9.2,36,No,No
C1315,120.4,39,Yes,Yes
C0809,10.5,50,No,Yes
C0225,10.1,35,No,No
C3680,10.1,32,Yes,No
C1898,83.3,37,Yes,
C1003,68.1,45,No,Yes
C2182,170.6,46,No,No
C2572,53.4,38,No,Yes
C0633,124.3,39,No,No
C2273,8.8,58,Yes,Yes
C4149,62.5,49,Yes,No
C1261,4.5,37,Yes,No
C3907,7.1,45,Yes,No
C0799,23.4,34,Yes,No
C0053,8.0,45,No,No
C2929,9.6,44,No,No
C3661,63.0,40,No,No
C2650,39.0,37,Yes,Yes
C2752,39.9,35,No,Yes
C3233,19.3,34,Yes,No
C5314,127.7,36,No,Yes
C5074,,44,No,Yes
C2629,26.9,45,Yes,No
C4467,21.5,41,No,No
C4332,17.7,33,Yes,Yes
C2700,21.9,36,Yes,No
C3117,15.1,34,Yes,Yes
C0688,39.5,29,Yes,No
C5172,13.7,55,No,Yes
C3356,68.6,41,No,Yes
C0387,46.4,43,No,Yes
C5427,23.3,27,Yes,No
C4840,14.9,36,Yes,Yes
C0669,28.9,35,Yes,No
C1415,13.7,50,Yes,No
C2845,56.0,34,No,
C5191,53.5,39,No,No
C4231,3.5,42,No,No
C4717,60.5,37,No,Yes
C5157,3.0,49,Yes,No
C2110,37.1,38,No,Yes
C4643,40.3,51,No,No
C2837,100.7,48,No,No
C2793,44.4,38,No,Yes
C3935,70.0,51,No,Yes
C3181,53.8,50,No,Yes
C0321,71.3,32,Yes,Yes
C5042,78.0,53,Yes,
C1100,28.1,42,Yes,
C3903,11.2,36,Yes,Yes
C2209,11.7,45,No,Yes
C4200,24.9,31,No,No
C1660,34.6,34,Yes,No
C1269,111.2,35,No,
C3837,93.0,45,No,No
C0284,30.7,42,No,No
C1204,43.3,46,Yes,Yes
C4691,12.6,39,Yes,No
C1065,37.2,26,Yes,No
C5160,17.8,45,No,No
C4118,63.9,36,Yes,No
C2524,29.2,39,No,Yes
C0376,19.6,34,No,No
C1571,36.3,46,Yes,Yes
C3125,35.0,39,No,No
C0542,10.5,42,No,No
C2317,44.8,26,No,No
C3624,81.4,46,Yes,No
C2905,78.2,42,Yes,Yes
C4850,41.6,32,No,No
C4319,77.3,45,No,
C4760,8.6,45,No,Yes
C0715,58.2,42,Yes,Yes
C1724,116.5,40,No,Yes
C5243,25.1,43,Yes,No
C3511,39.2,35,Yes,No
C3685,18.7,40,No,No
C1254,721.6,31,No,Yes
C4100,22.5,38,No,No
C0612,12.0,34,No,No
C1916,37.8,38,No,Yes
C1225,13.6,42,No,Yes
C0423,11.4,49,No,No
C3694,139.9,30,No,No
C0172,,32,No,
C4496,14.8,51,No,
C2059,954.4,38,Yes,Yes
C0904,17.7,49,Yes,No
C1437,29.3,32,No,Yes
C2847,,33,No,Yes
C1098,8.8,36,No,Yes
C3115,29.1,42,Yes,No
C0889,9.0,41,Yes,Yes
C0426,21.2,31,Yes,No
C3734,17.7,44,Yes,Yes
C1377,,29,Yes,No
C3819,51.8,36,No,No
C2435,,53,Yes,No
C4715,38.3,38,No,No
C1412,5.9,33,Yes,No
C1482,15.6,45,No,Yes
C0090,34.2,32,No,No
C5378,9.5,44,No,No
C3388,,44,No,Yes
C0431,46.3,30,No,No
C2658,79.0,49,Yes,Yes
C5061,110.0,40,No,No
C3822,,40,Yes,Yes
C1166,26.0,41,No,No
C3830,,43,No,No
C1052,14.2,42,No,No
C1820,26.1,25,No,Yes
C5134,33.0,42,Yes,No
C5357,133.2,39,No,No
C2171,8.9,34,Yes,Yes
C2324,11.1,40,No,No
C0097,42.6,41,Yes,No
C2399,57.1,42,Yes,No
C2312,38.5,38,No,No
C0212,17.5,41,No,Yes
C5171,27.5,34,Yes,No
C4280,45.6,41,Yes,Yes
C4889,188.8,43,Yes,No
C1799,9.8,46,Yes,Yes
C2196,5.0,34,Yes,No
C0794,35.8,45,Yes,No
C4363,47.5,40,No,No
C4685,83.2,39,No,
C5002,,43,No,
C2222,54.8,40,Yes,No
C4451,70.4,41,No,No
C4409,,40,Yes,No
C1323,43.6,35,No,No
C1258,21.1,35,Yes,Yes
C2494,25.5,42,Yes,No
C3124,26.6,42,No,No
C2145,18.8,40,No,
C4859,,40,Yes,No
C0766,,41,Yes,No
C4134,40.2,39,No,No
C1364,42.7,27,Yes,No
C4179,,36,Yes,No
C2081,28.1,50,No,Yes
C0620,54.5,44,No,Yes
C0011,91.9,49,No,No
C1906,64.3,35,Yes,Yes
C0509,,32,No,No
C0027,7.1,45,Yes,No
C1046,15.1,36,No,No
C0148,,32,No,Yes
C1295,38.0,43,No,No
C2073,2.1,35,No,
C3038,,46,No,
C3563,52.1,36,Yes,No
C3729,60.8,42,Yes,No
C1054,28.6,46,No,No
C4837,83.6,35,Yes,No
C5154,78.4,41,No,Yes
C1265,34.9,42,No,No
C5370,17.6,35,No,Yes
C4265,52.4,44,No,Yes
C2960,18.8,44,No,No
C0682,22.1,32,No,
C1344,31.3,44,No,Yes
C1982,18.9,45,Yes,Yes
C3299,33.3,49,No,No
C2744,31.2,31,No,No
C1492,14.0,39,Yes,Yes
C4035,,37,No,No
C2902,17.3,42,No,No
C2289,8.1,38,Yes,No
C2296,30.2,27,No,No
C0747,91.5,39,Yes,Yes
C4805,15.3,45,Yes,No
C1848,23.6,39,No,Yes
C1757,61.8,39,No,
C0276,59.9,40,No,No
C0355,42.6,51,No,Yes
C2309,66.9,43,No,No
C2205,11.9,31,No,Yes
C5302,9.4,45,Yes,
C3777,,43,No,No
C5055,51.2,43,Yes,No
C4336,118.6,51,Yes,No
C0833,28.9,40,Yes,No
C5428,,31,Yes,No
C3764,20.9,35,No,No
C3066,50.9,39,No,Yes
C2215,67.1,39,No,Yes
C0279,53.7,33,Yes,No
C0854,42.5,47,Yes,No
C3153,49.4,45,No,No
C1089,42.1,57,Yes,Yes
C0584,29.9,38,Yes,No
C2112,61.5,43,No,No
C0002,,41,Yes,No
C5467,31.0,49,Yes,No
C0250,9.0,44,No,Yes
C0149,40.3,41,No,No
C3813,72.6,53,Yes,No
C4959,30.8,44,Yes,No
C2989,57.4,36,No,Yes
C0094,41.1,48,Yes,Yes
C4952,13.0,23,Yes,No
C4710,63.0,42,No,Yes
C4517,47.5,33,Yes,No
C2170,32.9,36,Yes,Yes
C4985,58.7,43,No,No
C4901,17.3,39,Yes,Yes
C3178,7.9,29,Yes,No
C3820,73.8,36,No,No
C5449,14.9,40,No,No
C1609,114.3,38,Yes,No
C4866,36.6,37,Yes,No
C3610,69.3,37,No,No
C4856,59.9,36,Yes,
C1050,4.6,43,Yes,Yes
C1590,37.6,38,Yes,
C5037,17.1,39,No,Yes
C2201,5.2,37,No,No
C0760,27.0,48,Yes,Yes
C2198,43.1,46,Yes,No
C4504,53.2,45,Yes,No
C1754,40.2,41,No,Yes
C0049,,52,Yes,No
C3637,47.4,38,No,
C4299,53.3,38,No,Yes
C2972,166.0,52,No,No
C0301,29.2,43,Yes,No
C2522,60.0,41,No,No
C4857,843.7,41,Yes,No
C3626,28.8,29,Yes,No
C0331,21.7,36,No,No
C1662,46.7,41,Yes,No
C5339,79.8,38,Yes,Yes
C0941,23.4,38,Yes,No
C3455,39.2,45,No,Yes
C2457,62.4,48,No,No
C3795,11.3,42,No,No
C4076,45.5,40,Yes,No
C0434,50.8,30,No,No
C0148,47.9,32,No,Yes
C1664,8.9,44,Yes,No
C4101,36.6,42,No,No
C4876,28.3,36,No,Yes
C4172,26.7,39,Yes,No
C5269,34.9,42,Yes,Yes
C4639,38.6,37,No,No
C5257,87.8,37,No,No
C4603,,58,No,No
C3996,,48,Yes,Yes
C4613,,46,No,No
C1371,43.0,60,Yes,No
C4499,41.7,43,Yes,Yes
C2412,67.6,44,No,Yes
C4184,13.9,45,No,No
C1680,75.6,38,Yes,Yes
C2937,,45,Yes,No
C1940,17.6,47,No,Yes
C2184,73.6,32,No,Yes
C2409,,40,No,No
C4459,14.2,41,Yes,No
C4975,58.6,42,Yes,No
C4660,35.0,30,Yes,No
C0005,16.4,38,Yes,No
C2193,26.5,40,No,Yes
C2150,34.3,49,No,No
C1893,17.3,39,Yes,Yes
C1947,,42,No,Yes
C0043,12.2,50,No,No
C4483,13.7,35,Yes,No
C1882,70.2,43,No,No
C0262,78.4,52,Yes,
C1001,27.1,41,Yes,Yes
C2381,14.3,35,No,No
C1313,66.0,35,No,No
C1067,9.8,47,Yes,No
C3132,44.2,44,No,No
C3760,66.3,44,Yes,No
C1800,20.1,44,No,Yes
C3503,21.0,40,No,No
C4534,7.0,41,Yes,No
C5386,41.7,48,No,Yes
C4628,,48,Yes,Yes
C3194,,38,No,No
C1038,,45,Yes,Yes
C3205,72.3,40,Yes,Yes
C1386,2.3,40,No,Yes
C3322,17.0,39,No,No
C1862,30.0,32,Yes,Yes
C4910,11.4,31,Yes,No
C0963,55.5,42,No,No
C2541,30.6,58,No,No
C2194,13.3,36,No,No
C1819,21.1,34,Yes,Yes
C1016,48.5,38,No,Yes
C3713,26.5,42,Yes,Yes
C2130,,38,No,No
C3383,31.2,49,No,No
C1005,25.6,24,No,No
C1379,17.1,50,No,No
C5268,41.4,33,Yes,Yes
C2786,54.5,31,Yes,No
C3412,14.9,48,Yes,Yes
C5148,10.9,41,Yes,No
C4138,16.4,36,No,No
C5047,34.7,56,Yes,No
C4498,25.5,36,Yes,Yes
C0613,,46,Yes,Yes
C0145,,41,Yes,Yes
C2546,19.8,27,No,No
C2722,67.9,44,No,No
C1322,26.4,42,No,No
C2775,15.6,37,No,
C4800,6.4,35,No,Yes
C0561,22.0,36,No,No
C4053,29.0,40,No,Yes
C2029,49.9,40,Yes,No
C2562,7.0,22,Yes,No
C3533,35.6,37,No,No
C2803,48.2,33,Yes,No
C5460,5.7,41,No,Yes
C5377,113.5,34,Yes,No
C4676,2.5,46,No,Yes
C0139,42.0,36,No,No
C4854,63.9,36,Yes,Yes
C5291,30.5,37,Yes,
C0950,21.6,41,No,No
C3761,17.3,41,No,No
C3982,25.3,35,No,Yes
C3101,3.9,39,No,Yes
C3706,37.8,32,Yes,Yes
C3519,48.1,47,No,Yes
C4899,35.6,33,No,No
C2643,12.0,38,Yes,No
C4462,96.5,39,No,Yes
C2833,65.5,43,No,No
C5349,40.6,33,Yes,No
C3708,,41,No,No
C3170,86.7,40,Yes,Yes
C0891,19.0,38,No,Yes
C0835,94.3,31,Yes,No
C0273,21.1,43,No,
C2243,53.2,40,Yes,Yes
C2046,,30,Yes,Yes
C3634,21.2,41,No,No
C1732,105.2,38,Yes,No
C2624,15.8,31,No,No
C2195,35.4,51,Yes,No
C4203,39.6,32,No,Yes
C3231,16.6,33,No,No
C1461,,42,Yes,No
C3790,,49,No,No
C4950,21.3,50,Yes,No
C0254,23.2,32,Yes,Yes
C2760,,35,No,No
C2939,15.5,32,Yes,No
C4290,36.6,35,Yes,No
C0428,,49,Yes,No
C0444,17.6,43,Yes,
C4262,22.9,34,No,No
C4924,,41,Yes,Yes
C3876,57.6,38,Yes,No
C1420,30.2,40,Yes,No
C3204,42.2,43,Yes,Yes
C0208,,53,Yes,No
C1346,15.8,32,No,No
C4308,36.8,40,No,No
C2084,24.6,42,No,No
C3946,11.0,45,Yes,No
C5367,69.0,35,Yes,No
C2961,39.5,32,Yes,No
C1661,3.4,33,No,No
C2611,3.3,32,No,Yes
C0761,30.6,40,No,No
C3984,24.8,37,No,No
C3400,,39,Yes,No
C4809,22.6,47,Yes,Yes
C2126,48.7,39,Yes,Yes
C1634,3.1,34,No,Yes
C0307,45.7,46,Yes,Yes
C3518,10.7,33,Yes,Yes
C1373,,44,No,Yes
C0274,52.0,47,No,No
C3762,53.6,49,Yes,Yes
C4933,37.2,42,Yes,Yes
C2342,21.3,44,Yes,No
C4330,41.7,45,No,
C4357,128.9,41,Yes,No
C1545,20.0,36,Yes,No
C1086,103.8,44,Yes,No
C2678,23.2,39,No,Yes
C2573,14.7,48,No,No
C2058,,41,Yes,No
C4413,16.7,44,Yes,
C1397,14.7,42,Yes,No
C1989,19.7,41,No,No
C4887,29.4,39,Yes,No
C2179,18.6,39,No,No
C3658,34.4,40,No,Yes
C3223,23.3,40,No,No
C3288,14.7,32,Yes,No
C0369,19.7,48,No,No
C4050,45.0,42,No,Yes
C1279,18.2,35,Yes,No
C1337,22.8,47,No,Yes
C1902,144.8,41,Yes,No
C4637,116.9,33,No,No
C1896,39.1,48,Yes,No
C2603,,41,No,No
C4592,21.0,41,Yes,No
C2335,46.4,32,No,Yes
C1350,27.4,35,Yes,No
C2715,31.0,47,Yes,Yes
C3280,88.1,31,No,No
C2962,147.3,52,Yes,
C0989,24.1,47,No,No
C4695,53.6,47,No,No
C1774,9.3,38,No,No
C0404,16.8,39,Yes,No
C4908,34.9,38,No,No
C1647,14.0,36,Yes,No
C2670,37.6,45,Yes,No
C2757,56.3,42,Yes,Yes
C1083,,36,No,No
C3791,29.8,37,Yes,Yes
C2816,29.3,48,Yes,No
C0743,51.3,46,Yes,No
C3616,57.6,45,No,Yes
C2727,102.5,44,Yes,
C3973,25.4,26,No,No
C2920,39.2,43,Yes,No
C0828,946.9,36,No,No
C2778,6.0,41,No,No
C1317,,41,No,No
C0341,14.4,42,No,No
C2914,38.8,41,No,No
C5180,85.0,41,No,No
C0759,14.5,35,No,No
C5448,21.0,35,Yes,Yes
C3420,31.5,39,Yes,No
C2079,59.0,36,Yes,No
C3846,36.8,32,Yes,No
C1297,,46,No,No
C2214,35.1,36,No,Yes
C4327,,34,Yes,No
C4536,37.5,42,Yes,Yes
C0560,324.9,38,No,
C1191,38.4,40,No,No
C1539,53.0,44,No,No
C4616,75.2,38,Yes,
C0217,5.7,33,No,No
C0745,92.7,37,Yes,No
C1903,22.6,23,No,No
C3504,19.9,40,Yes,No
C4055,60.3,51,Yes,No
C5267,26.6,49,Yes,No
C0004,55.0,43,Yes,No
C3502,41.0,38,Yes,No
C1259,27.2,32,Yes,Yes
C2896,112.5,41,No,Yes
C1921,10.1,39,No,No
C0734,22.0,39,Yes,No
C1485,,39,Yes,No
C3304,47.5,46,No,No
C4001,24.7,40,No,Yes
C5056,71.7,42,Yes,Yes
C3465,6.1,35,No,Yes
C3157,24.6,36,Yes,Yes
C4165,46.0,55,No,No
C4026,9.2,50,No,No
C2227,51.5,36,No,No
C4783,53.0,46,Yes,Yes
C1108,5.3,46,Yes,No
C4727,26.5,41,No,Yes
C0457,12.6,50,No,Yes
C1923,37.7,39,No,No
C2082,8.5,40,Yes,Yes
C4093,14.1,42,Yes,No
C0014,86.3,34,Yes,Yes
C1720,37.6,33,Yes,Yes
C1130,53.4,38,Yes,No
C1218,34.6,51,No,Yes
C4819,,46,Yes,No
C0342,22.7,35,Yes,Yes
C4742,49.2,39,No,No
C1239,49.8,45,Yes,Yes
C3174,49.4,42,No,No
C3441,28.5,53,No,No
C3095,31.0,44,Yes,Yes
C0152,44.6,34,No,Yes
C2854,79.1,45,Yes,No
C5087,58.6,34,Yes,No
C3774,48.7,42,No,Yes
C5323,,39,Yes,No
C3360,32.6,31,Yes,No
C2294,680.4,42,No,No
C0494,95.1,47,No,No
C5020,71.5,40,No,Yes
C3499,42.7,45,No,No
C4872,38.5,42,No,No
C2415,,35,No,Yes
C1194,70.6,39,No,Yes
C4445,6.6,39,No,No
C3705,41.7,30,Yes,
C0129,55.1,45,No,Yes
C5105,2.5,44,No,Yes
C1478,4.6,40,Yes,No
C1731,24.5,46,No,Yes
C4868,34.0,38,No,No
C2551,20.9,32,No,No
C1187,947.1,31,Yes,No
C3060,9.5,45,No,Yes
C4396,28.0,40,No,Yes
C4369,29.4,44,No,Yes
C4623,26.8,42,No,Yes
C3036,78.1,50,Yes,No
C4300,,35,Yes,Yes
C4421,,49,Yes,No
C0216,20.1,46,No,Yes
C0526,20.0,28,No,No
C3588,24.6,43,Yes,No
C0959,25.5,32,Yes,No
C3331,74.7,44,Yes,No
C5251,24.8,37,No,No
C0987,41.7,36,Yes,Yes
C5090,33.1,39,Yes,Yes
C4748,29.9,58,No,Yes
C0014,86.3,34,Yes,Yes
C2753,156.2,34,Yes,Yes
C0469,57.3,40,Yes,Yes
C0019,76.8,43,Yes,No
C4350,31.0,35,No,Yes
C3107,9.6,36,Yes,
C4424,14.7,36,No,Yes
C2408,46.5,53,Yes,
C3122,71.2,34,No,No
C4354,53.8,40,No,
C3417,18.2,46,No,No
C1813,55.6,32,Yes,No
C0513,27.1,35,No,No
C4293,52.3,37,No,
C1811,55.0,45,Yes,No
C3141,11.5,41,Yes,Yes
C2404,,37,No,No
C2297,23.3,28,No,No
C1163,30.9,34,No,No
C2042,28.9,30,Yes,No
C4995,,48,No,No
C4878,57.6,39,No,
C2132,15.5,34,Yes,No
C0824,47.1,41,Yes,No
C2897,31.0,30,No,No
C4572,21.3,46,No,Yes
C2829,18.0,42,Yes,Yes
C4389,14.6,36,No,Yes
C2946,9.1,50,Yes,Yes
C1648,33.9,33,No,Yes
C1874,17.3,30,No,Yes
C1243,50.5,35,Yes,No
C5103,63.4,42,No,Yes
C2509,87.1,32,No,No
C1177,16.7,49,No,Yes
C4701,9.2,50,Yes,No
C2723,80.5,34,Yes,No
C5128,4.7,33,No,No
C4399,86.7,35,No,No
C4764,28.6,47,Yes,Yes
C0443,23.6,41,No,Yes
C0255,47.7,32,No,No
C5259,4.7,44,No,Yes
C0640,34.0,41,Yes,
C3551,18.1,39,Yes,No
C2339,27.7,53,No,Yes
C3089,50.3,47,No,No
C2298,34.0,46,No,No
C4883,47.1,38,Yes,Yes
C1977,,39,Yes,No
C5351,5.3,42,No,Yes
C2003,41.6,34,No,No
C4019,842.0,36,No,No
C0297,891.9,39,Yes,Yes
C1230,63.4,37,Yes,
C1714,7.3,31,No,No
C2097,45.5,40,No,Yes
C4367,55.7,34,No,No
C2027,38.6,35,No,No
C0687,,36,No,
C5354,25.7,30,Yes,No
C3357,18.2,34,Yes,No
C2950,42.1,49,Yes,No
C2455,26.5,36,Yes,Yes
C0750,73.3,43,No,No
C5457,61.6,48,Yes,Yes
C0890,54.0,45,Yes,Yes
C3829,61.8,34,Yes,No
C0082,40.0,48,Yes,
C1271,8.2,50,No,No
C4962,17.6,30,Yes,No
C4573,13.3,44,Yes,Yes
C4649,28.7,51,No,No
C2223,142.6,53,No,Yes
C3409,,39,No,Yes
C4971,78.2,46,Yes,Yes
C1865,20.3,52,Yes,No
C5358,44.5,54,No,Yes
C3892,46.4,35,Yes,No
C3136,44.0,41,Yes,Yes
C4105,29.1,43,Yes,Yes
C3469,,31,No,No
C3373,29.9,36,No,
C1673,11.0,39,Yes,Yes
C4491,20.9,37,Yes,No
C2396,46.3,41,Yes,No
C0231,85.1,31,Yes,No
C0706,40.5,36,No,Yes
C1604,32.0,47,Yes,Yes
C0791,112.8,41,No,Yes
C5097,8.2,36,No,Yes
C3285,47.0,36,Yes,
C3091,35.3,40,Yes,No
C2915,41.6,45,No,No
C0178,31.6,44,No,No
C3240,18.5,38,No,Yes
C1283,28.8,33,Yes,No
C4427,51.6,34,Yes,Yes
C4361,48.9,37,No,No
C2533,10.0,41,No,No
C2157,10.5,38,No,No
C5385,26.8,35,No,Yes
C4669,,38,No,No
C5019,52.6,47,No,No
C0140,39.5,40,Yes,No
C0600,32.3,36,No,Yes
C1403,51.2,33,Yes,No
C0945,44.4,42,No,No
C0705,132.7,38,No,No
C0261,38.5,45,No,No
C4841,16.6,32,No,No
C0610,45.5,30,Yes,Yes
C4824,10.1,50,Yes,
C2185,,26,No,No
C4366,50.9,40,Yes,Yes
C2428,64.5,58,No,Yes
C4559,896.5,39,Yes,No
C2686,18.4,39,No,Yes
C0997,,33,Yes,Yes
C1894,48.0,39,Yes,No
C3492,22.7,38,No,No
C4434,,47,Yes,No
C1701,73.5,46,No,No
C3562,47.6,32,Yes,No
C3338,10.8,45,No,No
C3087,104.6,42,Yes,Yes
C3302,,44,No,Yes
C5310,59.1,48,No,No
C3623,41.9,41,Yes,No
C1484,27.2,32,No,No
C2353,56.6,36,No,No
C3541,38.0,43,No,No
C0894,18.5,52,Yes,
C1157,31.6,35,Yes,Yes
C4790,31.5,43,No,Yes
C3728,26.4,31,Yes,No
C2007,12.6,39,No,Yes
C5390,50.3,25,No,No
C0666,7.6,34,Yes,No
C0557,19.8,36,Yes,No
C3557,92.8,42,Yes,Yes
C4400,32.8,35,Yes,No
C0204,,41,Yes,No
C4356,33.9,29,Yes,No
C3369,,41,No,No
C3239,61.7,51,Yes,No
C2380,29.5,42,Yes,Yes
C1870,60.6,34,Yes,Yes
C0508,54.0,42,Yes,No
C0556,52.4,35,No,No
C3737,45.8,38,No,Yes
C2454,15.2,45,Yes,No
C0147,8.7,33,No,No
C5437,23.0,27,Yes,No
C2241,69.7,47,No,No
C2879,13.7,45,No,No
C2578,38.1,41,No,Yes
C3348,16.2,47,No,Yes
C2648,39.6,32,Yes,Yes
C1528,40.9,57,No,No
C0453,18.4,48,Yes,No
C1668,65.5,38,No,No
C3173,41.5,42,No,No
C1782,17.2,37,Yes,No
C4102,51.5,52,Yes,No
C3447,9.7,41,Yes,No
C5181,17.8,46,Yes,Yes
C1685,120.9,40,No,Yes
C2822,62.7,51,No,No
C2928,26.7,40,No,No
C3938,16.2,39,No,Yes
C3057,65.8,49,No,No
C4601,27.5,36,No,No
C4877,43.6,31,No,No
C0378,6.3,38,No,No
C4796,87.8,39,No,
C1407,32.6,40,Yes,No
C5143,54.4,47,No,No
C2270,53.9,32,Yes,No
C4452,16.9,46,No,Yes
C3275,56.5,32,No,No
C1027,61.0,30,No,Yes
C0658,6.8,41,Yes,No
C5216,73.4,41,Yes,No
C0486,88.5,50,Yes,No
C1141,37.4,36,No,Yes
C1513,60.1,42,No,Yes
C4686,34.3,35,Yes,
C3687,,61,No,No
C3696,59.3,30,No,No
C0777,93.7,38,No,No
C4802,,44,No,No
C0485,,41,No,Yes
C4456,21.4,51,No,No
C4029,30.8,34,Yes,Yes
C2500,8.8,38,No,Yes
C2644,66.8,37,No,No
C3303,647.0,39,No,Yes
C0802,,40,Yes,
C0665,43.4,40,Yes,No
C4364,34.2,39,Yes,No
C5179,24.5,41,No,Yes
C0887,20.8,37,Yes,No
C0057,4.3,44,No,No
C0939,102.6,40,Yes,Yes
C2667,69.0,42,No,
C4444,145.8,32,No,Yes
C1446,46.5,44,No,Yes
C1534,23.1,39,No,No
C5430,42.8,41,No,No
C4553,44.7,35,Yes,No
C0603,45.7,40,Yes,Yes
C2730,42.4,33,Yes,No
C2113,,45,No,No
C2039,32.8,42,No,No
C1509,74.8,34,No,Yes
C3433,32.2,39,Yes,Yes
C3944,5.6,63,No,No
C2695,9.6,37,No,No
C2093,3.2,35,No,No
C3803,46.3,36,Yes,No
C5429,7.6,37,Yes,No
C3069,37.3,50,Yes,No
C1428,31.9,41,No,Yes
C4005,114.2,34,Yes,
C4674,56.9,40,Yes,No
C3483,26.6,33,Yes,No
C0618,18.9,30,Yes,No
C0820,13.2,32,Yes,
C0831,41.5,43,No,Yes
C3434,,36,Yes,Yes
C0157,55.1,40,Yes,No
C1357,37.1,41,No,Yes
C3079,592.7,41,No,Yes
C4144,34.6,38,No,Yes
C5030,871.2,38,Yes,Yes
C1530,60.7,37,No,No
C2991,,50,No,
C0059,80.1,51,No,No
C1577,18.5,39,No,No
C0329,43.7,46,No,Yes
C2568,,37,No,Yes
C2769,,33,No,No
C2258,14.2,49,Yes,No
C4661,32.6,44,No,Yes
C4919,21.4,39,No,Yes
C0807,65.0,38,Yes,Yes
C4227,36.8,42,Yes,No
C5197,38.5,29,No,No
C2679,9.2,39,No,Yes
C1120,80.9,42,No,Yes
C2363,3.6,39,Yes,Yes
C2143,43.1,38,No,No
C0385,43.7,37,Yes,No
C4763,110.0,40,Yes,
C3688,15.7,48,No,No
C1748,78.3,56,Yes,Yes
C3585,39.3,43,No,No
C5229,4.7,41,Yes,No
C0654,48.7,33,No,Yes
C3104,17.8,30,Yes,No
C4115,38.2,37,Yes,Yes
C3320,96.5,47,Yes,
C1458,15.4,35,Yes,No
C1235,26.8,36,No,Yes
C0425,24.9,45,Yes,No
C1543,15.4,41,No,No
C1635,60.3,39,Yes,No
C2931,24.5,44,No,Yes
C5356,13.3,45,No,No
C4190,881.9,34,Yes,No
C4375,34.8,41,No,
C5140,39.4,35,No,No
C1393,139.3,44,No,Yes
C2738,45.7,26,No,Yes
C2037,819.3,28,No,Yes
C4447,28.6,47,No,Yes
C2332,17.9,36,Yes,Yes
C2910,25.2,40,Yes,No
C1443,,38,Yes,No
C2395,44.4,53,No,No
C4925,37.3,49,Yes,No
C3217,63.6,35,No,No
C5012,12.7,33,Yes,Yes
C2721,35.1,41,Yes,No
C0885,34.7,46,No,No
C4058,12.7,38,No,Yes
C3139,65.4,40,Yes,No
C0582,76.7,45,No,No
C3459,25.0,39,No,Yes
C0083,9.5,33,No,Yes
C4979,12.0,44,No,No
C4232,3.3,37,Yes,No
C2479,15.5,41,Yes,
C1320,26.0,41,No,No
C2263,25.1,30,Yes,Yes
C4521,45.0,37,Yes,No
C0497,125.3,52,Yes,No
C2676,31.1,43,No,Yes
C1867,43.5,45,Yes,No
C0821,,46,No,No
C4296,38.4,36,No,Yes
C3361,30.2,44,No,No
C2980,,34,No,No
C0923,30.2,45,No,No
C0907,42.8,33,No,Yes
C2973,24.7,44,No,Yes
C2566,47.6,46,No,No
C2458,20.7,49,Yes,No
C2528,4.7,37,No,No
C2675,41.3,45,Yes,No
C3496,71.5,41,No,No
C1249,88.1,44,No,No
C1183,107.8,43,No,No
C2848,,46,No,
C0175,42.5,44,Yes,No
C0401,12.3,36,No,Yes
C3481,34.9,47,Yes,No
C1836,36.4,39,No,No
C0290,34.8,34,No,Yes
C2777,37.5,37,Yes,No
C0128,21.4,34,No,No
C5025,14.8,45,Yes,No
C0110,11.2,45,Yes,No
C4246,58.4,42,No,No
C4346,27.9,49,Yes,No
C1884,83.7,45,No,No
C1427,47.9,41,Yes,Yes
C4626,68.3,36,Yes,No
C1345,25.8,24,No,Yes
C4774,98.2,37,Yes,Yes
C0614,20.0,33,No,No
C4436,72.4,49,Yes,No
C3880,53.1,35,No,No
C3604,22.6,32,No,Yes
C0581,622.6,43,No,No
C1210,24.5,37,Yes,No
C1825,21.7,46,No,Yes
C0009,40.0,34,No,Yes
C5000,20.7,35,No,No
C3786,23.7,34,No,No
C0466,,43,No,Yes
C1703,17.7,39,No,No
C0478,33.6,52,Yes,Yes
C2891,87.9,38,No,
C0438,86.0,52,No,No
C1526,43.2,36,No,Yes
C0384,16.2,29,Yes,No
C3364,16.6,42,No,Yes
C4176,26.6,33,No,No
C0176,118.7,39,Yes,No
C4103,18.2,33,Yes,Yes
C4249,73.5,35,No,No
C3284,11.4,31,No,No
C1007,126.5,51,Yes,No
C0289,38.1,33,No,No
C4307,47.8,41,Yes,Yes
C1983,39.3,35,Yes,No
C4213,52.5,46,No,No
C3836,28.2,36,Yes,No
C3945,2.2,39,Yes,No
C0607,116.2,29,Yes,No
C0236,94.1,52,No,No
C3531,15.9,50,No,No
C2506,21.0,42,Yes,Yes
C2750,13.4,37,No,No
C2558,58.2,38,Yes,
C0380,29.9,41,No,No
C2052,55.2,39,No,No
C1511,42.6,43,Yes,Yes
C1179,137.7,39,No,No
C4829,40.0,39,Yes,No
C1827,,22,No,No
C0161,59.1,42,Yes,No
C0252,68.3,42,No,No
