customerID,NbContacts,LastContactDays,SatisfactionScore,FeedbackText
C2357,,105,1.0,"Honesstly, average experience so far"
C1091,4.0,64,3.0,"VERY BAD SUPPPORT, NO ONE ANSWERS MY CALLS!!"
C0978,1.0,54,,"No issues lately, satisfied custoer!!"
C0270,3.0,23,3.0,"Price is a bit high compared to others Phone line is fine, internet varies!!"
C4887,2.0,77,3.0,"Honestlly, average experience so far Internet is slow and unstable almost every evening Speed never matches what was promised in the contract"
C3969,1.0,144,5.0,Installation took longer than expected Thank you. Great service and fair price Thank you.!!!
C1129,4.0,47,2.0,Average experience so far Everything works fine for our family
C2897,4.0,77,3.0,"No issues lately, satisfied cstomer!!"
C4109,1.0,121,5.0,"It works, not amazing, not terrible Honestly, got a minor outage last week"
C1658,7.0,8,1.0,"It works, not amazing, not terrible Got a minor outage last week"
C3259,4.0,121,3.0,Occasional hiccups but nothing too bad Thank you.!!
C3054,3.0,58,3.0,Billing is clear nd correct each month
C0415,,166,4.0,"AVERAGE EXPERIENCE SO FAR GOOD VALUE FFOR THE MONEY PHONE LINE IS FINE, INTERNET VARIES GOOOD SERVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOUT"
C3082,3.0,105,3.0,"It works, not amazing, not terrible Average experience so far Honestly, it works, not amazing, not terrible"
C1099,3.0,176,2.0,"I have opened several tickets annd nothing was fixed Too expensive for poor quality, thinking to cancel Thank you. They overcharged me twice annd ignored my emails!!"
C2029,5.0,8,4.0,"Great service and fair price Thank you. Honestly, support agent was kind and solved my issue quickly"
C5225,3.0,27,5.0,"The ew router works well, stable connection Service is okay but could be better"
C3935,2.0,75,,"Sometimes he spede drops at night Happy with the internet speed and support Good service overall, nothing major to complain about"
C0834,2.0,42,2.0,"NO ISSUES LATEYL, SATISFIED CUSTOMER"
C1424,0.0,41,1.0,Sometimes the sped drops at night Billing is clear and correct each month!
C3338,2.0,63,2.0,HAPPY ITH THE INTERNET SPEED AND SPUPORT GREAT SERVICE AND FAIR PRICE GOOD VALUE FOR THE MONEY APPY WITH THE INTERNET SEED AND SUPPORT
C1180,1.0,15,1.0,"Everything works fine for our family No issues lately, satisfied customer!!!"
C3042,1.0,83,5.0,Everything works fine for or family
C2718,5.0,57,5.0,Price is a bit high compared to others Support agent was kind nad solved my issue quickly
C4934,1.0,128,5.0,"Good service overall, nothing major to commplain about Thank you. The new router works well, stable connection!"
C0387,5.0,113,2.0,HAPPY WITH TE INTERNET SPEED AND SUPPORT!!!
C0759,2.0,174,3.0,Got a minor outage last wweek Average experience so far
C3905,1.0,71,2.0,"Sometims the speed drops at night Honestly, ggood value for the money thank you."
C2549,2.0,137,4.0,Support aent was kind and solved my issue quickly Thank you.!!!
C1953,2.0,16,5.0,Installation took longer than expcted!!!
C4725,2.0,149,3.0,"Helful chat support, fast rresolution Honestly, good value for the money!!!"
C2737,0.0,140,5.0,PRICE IS A BIT HIGH COMPARED TO OTHERS EAIL SUPPORT REPLIES AFTER SOME DAYS SUPPORRT AGENT WAS KND AND SOLVED MY ISSUE QUICKLY
C2875,2.0,52,3.0,Happy with te internet speed and support
C1291,1.0,154,2.0,Email support replies after some dyas Great service and fair price
C2931,4.0,8,3.0,"Phone line is fine, internet varies Thank you. Billing is clear and correct each month!!!"
C4554,5.0,128,3.0,Average experience so fra
C4120,1.0,76,1.0,"No issues lately, satisfied customer Honestly, got a minor outge last week Honestly, happy with the internet speed and support Support agent was kind and solved my issue quickly!!!"
C4904,2.0,83,4.0,"No issues lately, satisfied customer Everything works fine for our family It works, not amazing, nt terrible Thank you."
C5455,1.0,75,1.0,They overcharged me twice and ignorde my emails
C3145,3.0,56,2.0,"Sometimes the speed drops at night Average experience so far Good service overall, nothing major to complain about Everything works fine for our family No issues ltely, satisfied customer"
C4937,2.0,81,4.0,Support agent was kind and solved my issue quickly Thaank you.
C1944,1.0,131,5.0,"HONESTLY, GOOD SERVICE OVERALL, NOTHING MAJOR TO COMPLAIN ABOUT SUPPORT AGENT WSA KIND AND SOLVED MY ISSUE QUICKLY"
C1753,3.0,127,,Email support replies after ssome days
C5200,1.0,39,5.0,Haappy with the internet speed and support
C4144,0.0,159,1.0,GREAT SERVICE AND FAIR PRICE GOT A MINOR UTAGE LAST WEEK
C0728,3.0,158,2.0,Happy with the internet speed and support Average experience so far
C2849,3.0,37,1.0,"Very bad support, no one answers my calls!"
C3810,1.0,153,4.0,"No issues lately, satisied customer"
C0700,2.0,67,3.0,"INSTALLATION TOOK LONGER THAN EXPECTED SERVICE IS OKAY BUT COULD BE BETTER GOOD SERVICE OVERALL, NOTHING MAJOR TO OCMPLAIN ABOUT"
C4427,0.0,46,1.0,"Honestly, eemail support replies after some days thank you."
C2755,0.0,25,4.0,"Terrible experience, worst provder I used Internet is slow and unstable almost every evening"
C5142,1.0,168,,"No issues ltely, satisfied customer The new router works well, stable connection"
C1941,2.0,178,2.0,"Honestly, billing is clear annd correct each month!!"
C2389,1.0,165,3.0,"Email support replies after some days Good service overall, nothing major to complain about"
C5328,,16,1.0,"HONESTLY, THE NEW ROTER WORKS WELL, STABLE CONNECTION HELPFUL CHAT SUPPORT, AFST RESOLUTION THANK YOU. PRICE IS A BIT HIGH COMPARED TO OTHERS"
C5188,3.0,5,4.0,"Honestly, average experience so fra"
C1014,2.0,120,2.0,SPPEED NVEER MATCHES WHAT WAS PROMISED IN THE CONTRACT THANK YOU.!
C5072,3.0,56,3.0,"Good service ovreall, nothing major to complain about Thank you."
C0449,2.0,122,1.0,"Phone line is fne, internet varies!"
C0186,1.0,114,2.0,Installation took longer than xpected
C0072,1.0,101,3.0,"Occasional hiccups but nothing too bad Installation took longer than expected Thank you. The new router works well, stable connection Happy with the internet sped and support Got a minor outage last week"
C4483,0.0,2,2.0,"Very bad support, no one answers my calls They overcharged me twice and ignored my emails Thank you. They overcharged me twice and ignored my emails!!!"
C4302,0.0,176,3.0,"Too expensive for poor quality, thinking to ccancel"
C0936,3.0,128,3.0,"Phone line is fine, nternet varies"
C2152,3.0,57,3.0,Good value for the mney
C2061,4.0,74,2.0,"Outages every ewek, unacceptable service Thank you."
C3027,2.0,101,1.0,Occasional hiccups but nothing too bad Support agent was kind and solved my iissue quickly
C5020,0.0,85,2.0,Billing is cear and correct each month!!!
C0385,4.0,38,2.0,nstallation took longer than expected Thank you.
C0410,3.0,167,3.0,"Honestly, they overcharged me twice and ignored my emails thank you."
C1248,1.0,40,,"Helppful chat support, fast resolution"
C3711,2.0,61,,BILLNG IS CLEAR AND CORRECT EACH MONTH!
C4870,3.0,157,3.0,"Honstly, email support replies after some days"
C4100,3.0,136,2.0,"No issues lately, satisfied customer Support agent was kind and solved my issue quickly Good value ofr the money Happy with the internet speed and support"
C3270,4.0,118,2.0,GREAT SERVICE AND FAIR PRICE THAKN YOU.!
C2236,1.0,166,4.0,"EVERYTHING WORKS FIINE FOR OUR FAMILY HONESTLY, HAPPY WITH THHE INTERNET SPEED AND SUPPORT IT WORKS, NOT AMAZING, NOT TERRIBLE"
C1055,2.0,74,1.0,"Sometimes the speed dros at night Thank you. Good service overall, nothing major to complain about"
C4136,4.0,151,4.0,Everything works fine or our family
C1039,1.0,135,4.0,"Good service overall, nothing major to complain abotu Thank you."
C4366,2.0,173,,"HELPFUL CHAT SUPPORT, FAST RESOLUTION HOENSTLY, SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY OCCAISONAL HICCUPS BUT NOTHING TOO BAD"
C3323,3.0,116,2.0,GOOOD VALUE FOR THE MONEY
C4069,2.0,169,5.0,Email support replies after ome days
C3917,,35,4.0,"Honestly, billing is clear adn correct each month It works, not amazing, not terrible Thank you. Support agent was kind and solved my isssue quickly"
C1234,3.0,89,5.0,"Support agent was kind and solvd my issue quickly Honestly, billing is clear and correct each month thank you."
C2770,1.0,132,3.0,"Happy with the internet speed and support Price is a bit high compard to others Honestly, occasional hiccups but nothing too bad!!!"
C5217,1.0,129,4.0,"Honestly, billing errors keep happening, i am reaally tired of this Internet is slow and unstable almost every evening"
C3148,3.0,156,2.0,"Got a minnor outage last week Installation took longer than expected Everyhting works fine for our family The new router works well, stable cnonection"
C1984,3.0,81,5.0,"Outages every week, unaccptable service Speed never matches what was promised in the contract Thank you.!!!"
C4678,2.0,13,4.0,Happy with the internet speed nad support
C3480,1.0,43,5.0,"Helpful chat support, fast resoluion!!!"
C2128,3.0,75,4.0,GOT A MINOR OUTAGE LAST WEEK THANK YOU.
C4826,1.0,58,2.0,"Honestly, occasional hiccups but nothing too bad Great service and fair price Hapyp with the internet speed and support Thank you."
C4087,0.0,34,2.0,"No issues lately, satisfied customer Support agent was kind and solved my iissue quickly Honestly, everything works fine for our family Honestly, email support repiles after some days Billing is clear and correct each month"
C3938,,58,1.0,"Email support replis after some days The new router works well, stable connection!!!"
C3806,3.0,122,3.0,"Phhone line is fine, internet varies No issues lately, satisfied customer Thank you."
C0903,2.0,62,3.0,Price is a bit high compared to others Speed never matches what was promised in the contract
C2700,2.0,160,2.0,"Terrrible experience, worst provider I used Thank you."
C3992,0.0,83,3.0,"The new router works well, stable connection!!!"
C4158,2.0,46,2.0,"IT WORKS, NOT AMAIZNG, NOT TERRIBLE TTHANK YOU. HELPFUL CHAT SUPPORT, FAST RESOLUTION!!!"
C0127,1.0,136,3.0,"No isues lately, satisfied customer Good value for the money No issues lately, satisfied customer"
C1001,2.0,25,2.0,"Happy with the internet speed and upport Thnk you. Honestly, installation took longer than expected"
C2366,3.0,126,4.0,"Support agent was kind and solved my issue quickly No issues lately, satisfied customer Got a minor outtage last week"
C2772,0.0,137,4.0,"Average experience so far Terriible experience, worst provider I used!"
C1473,0.0,111,5.0,Average experience so far Service is okay buut could be better
C0846,4.0,171,3.0,"HNESTLY, SOMETIMES THE SPEED DROPS AT NIGHT"
C3570,1.0,57,3.0,"GOOD SERVICE OVERALL, NOTHING MJAOR TO COMPLAIN ABOUT!!"
C3167,3.0,164,3.0,"Great service and fair price Good service overall, nothing major to complain about Service is oky but could be better Average experience so fr"
C4089,1.0,78,,"THE NEW ROUTER WORKS WELL, STABLE CNNECTION!!!"
C2617,0.0,43,3.0,"Happy with the internet speed and support Occasional hiiccups bbut nothing too bad Great service and fair price Honestly, occasional hiccups but nothing tooo bad"
C5095,3.0,169,5.0,Great service and fair rice
C3441,3.0,147,2.0,Got a minor outage alst week!
C4768,4.0,6,3.0,"Billing is clear and correct each month Hellpful chat support, fast resolution"
C3290,2.0,110,3.0,I have opened several tickets and nothing was fixed Latency and disconnects make it impossible to work
C3028,1.0,87,4.0,"utages every week, unacceptable service"
C3884,1.0,84,2.0,"Honestly, helpful chat support, fast resolution thank you.!!"
C0717,2.0,11,5.0,"Honesty, outages every week, unacceptable service"
C1087,2.0,139,5.0,Internet is slow and unsttable almost every evening Thank you.
C1429,3.0,102,3.0,SUPPORT AENT WAS KIND AND SOLVED MY ISSUE QUICKLY THANK YOU. OCCASIONAL HICCUPS BUT NOTHING TOO BAD
C1357,1.0,157,3.0,"SOMETIMES THE SPEED DROPS AT NIGHT HELPFUL CHAT SUPPORT, FAST RESOLUTION"
C1602,2.0,10,2.0,I HAVE OPENED SEVERAL TICKETS AND NOTHING WAS FIXED
C2414,6.0,54,3.0,"HONESTLY, INSTALLATION TOOK LONER THAN EXPECTED THANK YOU. EVERYTHING WORKS FINE FOR OUR FAMILY SUPPORT GENT WAS KIND AND SOLVED MY ISSUE QUICKLY"
C1710,1.0,131,5.0,"The new router works well, stbale connection Happy with the internet speed and support"
C1132,1.0,3,1.0,"Helpful chat support, fast resolution Billing is clear and correct each month Happy with the internet speed and support"
C5393,0.0,123,3.0,"HELPFUL CHAT SUPPORT, FAST RESOLUTION THANK YOU."
C0781,4.0,109,4.0,"Support agent was kind and solved my issue quickly Thannk you. Honestly, support agent as kind and solved my issue quickly Everything works fine for our family"
C0169,3.0,179,4.0,BILLING IS CLEAR AND CORRECT EACH MONTH!
C5308,5.0,46,3.0,SPEED NEVER MATCHES WHAT WAS PROMISED IN THE CONTRACT SPEED NEVER MATCHES WHAAT WAS PROMISED IN THE CONTRCT
C2131,2.0,33,4.0,"Too expensive fro poor quality, thinking to cancel Thank you."
C1407,2.0,172,4.0,"Helpful chat support, fast resolution Happy with the internet speed and support"
C3437,3.0,157,3.0,Good value for the money Price is a bit high compared to otherrs
C0504,5.0,121,3.0,Price is a bit higgh compared to others
C2749,3.0,105,,"Terrible experience, worst providre I used"
C1864,2.0,87,3.0,Email support rpelies after some days!!!
C4741,2.0,25,,Email support replies after smoe days Thank you.
C1422,5.0,91,5.0,"Helpful chat support, fast resolution Thank oyu."
C1182,1.0,82,3.0,"Phone line is finne, internet varies"
C2794,2.0,42,4.0,"Everything works fnie for our family Phone line is fine, internet varies"
C3679,2.0,138,1.0,"Outages eery week, unacceptable service"
C3582,1.0,32,3.0,GREAT SERVICE AND FAIR PRICE HAPPY WITH THE ITNERNET SPEED AND SUPPORT
C0603,1.0,87,3.0,Got a minor outage lasst week!!!
C1911,1.0,55,2.0,"Helpful chat support, fast resolution Got a minor outage llast week"
C4126,1.0,31,5.0,Occasional hiccups but nothing too bad Occasional hiccups but nothing too bad Thank you.
C3328,0.0,150,,"Helpful chat support, fast resolution Thhank you."
C4689,5.0,4,2.0,"Terrible experience, orst provider I used Thank you."
C3724,0.0,33,4.0,Got a minor outage last week Average experience so far Happy wiith the internet speed and support
C5252,0.0,40,2.0,"Terrible experience, worst provider I used IInternet is sow and unstable almost every evening"
C3317,2.0,142,4.0,"Great service and fair price No issues lately, saatisfied customer"
C1244,2.0,57,3.0,"It works, not amazing, not terrible Thank you. Happy with the internet speed and support Emali support replies after smoe days!"
C1995,5.0,37,5.0,"OCCASIONAL HICCUPS BUT NOTHIG TOO BAD PHONE LINE IS FINE, INTERNET VARIES HONESTLY, EVERYTHING WORKS FINE FOR OUR FAMILY PHONE LINE IS FINE, INTERNET VARIES"
C1181,5.0,50,3.0,"Billing is clear and correct each month Honestly, no issues lately, satisfied ucstomer It works, not amazing, ot terrible"
C3486,3.0,112,3.0,"The new router works well, stable connection Billing is clear and correct each month"
C3853,1.0,50,3.0,"Helpful chat support, fast resolution Thank you."
C3378,3.0,144,3.0,"Too expensive ofr poor quality, thinking to cancel Speed never matches what was promised in the contract"
C2890,4.0,1,1.0,"Price is a bit high compared to others The new ruter works well, stable connection"
C0168,0.0,99,2.0,"Phone line is fine, internet varies Helpful chhat support, fast resolution!!!"
C4858,0.0,48,5.0,"Outages every week, unacceptable service Email support replies after some days They overcharged me twice and ignored my emails Occasional hiccups but nothing too bad"
C5080,6.0,76,5.0,"Phone line is fine, interrnet varies!"
C5119,1.0,83,3.0,"PHONE INE IS FINE, INTERNET VARIES"
C0506,2.0,68,3.0,"SUPPORT AGENT AWS KIND AND SOLVED MY ISSUE QUICKLY BILLING IS CLEAR AND CORRECT EACH MONTH HONESTLY, THE NNEW ROUTER WORKS WLEL, STABLE CONNECTION"
C3781,4.0,4,1.0,"The new router works well, stale connection Great service and fair price Thank you. No issues lately, satisfied customer Honestly, occasional hiccups but nothing too bad"
C2684,1.0,96,,"The new router works well, stable connection Email support replies after some days!"
C1253,3.0,155,3.0,"AVERAGE EXPERIENCE SO FAR INSTALLATION TOOK LONGER THAN EXPECTED HONESTLY, PHONE LINE IS FINE, INTERNET VARIES"
C2891,3.0,39,5.0,SERVICE IS OKAY BUT COULD BE BETTER EVERYTHING WORKS FINE FRO OUR FAMILY
C1763,3.0,98,5.0,"Terrible experience, worst provider I uesd"
C2688,4.0,74,4.0,"It works, not amazing, nto terrible Installation took longer than expected Installation took longer than expected"
C0003,,93,1.0,"PHONE LINE IS FINE, INTERNET VARIES SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY SUPPORT AGENT WAS KIND AND SOLVED MY ISSSUE QUICKLY OCCASIONAL HICCUPS BUT NOTHING TOO BAD"
C2834,,138,2.0,Insallation took longer than expected
C1030,2.0,108,4.0,Average experience so far Support agent was kind and solved my issue quickly Occasional hiccups but nothing too bad Sometimes the speed rdops at night!
C2874,2.0,88,2.0,"Helpful chat support, fast resolution Thank yo. Honestly, occasional hiccups but nothing too bad!!!"
C5315,,149,3.0,"HONESTLY, AVERAGE EXPERIENCE SO FR"
C3307,3.0,146,5.0,"Terrible experience, worst provider I used Honestly, it works, not amazing, not terrible"
C4670,1.0,109,,"No issuees lately, satisfied customer Email support replies after some days Thank you.!!"
C4800,1.0,17,4.0,"HELPFUL CHAT SUPPORT, FAST RESOLUTION GOOD VALUE FOR THE MONY THANK YOU.!"
C4535,2.0,170,3.0,Occasional hiccups but nothig too bad!!!
C0353,3.0,109,4.0,Insatllation took longer than expected
C1109,2.0,108,4.0,Average exxperience so far
C3591,1.0,72,5.0,SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKLY THANK YOU.
C0806,,9,1.0,Sometimes the speed drops at night Average experience so ffar Thank you.
C4567,0.0,30,,"Honestly, billing is clear adn correct each month"
C2398,,54,1.0,"Installation took longer than expected The new router works well, stable connection Thaank you."
C0331,4.0,1,3.0,"It works, not amazing, not terrible!!!"
C3613,1.0,55,,Got a minor outage last eek Thank you.
C2814,1.0,126,1.0,"Happy with the internet speed nad support Helpful chat support, fast resolution"
C3779,1.0,30,1.0,EMAIL SUPPORT REPLIES AFTER SOME DAYS SPEED NEVER MATCHES WHAT WAS PROMISED IN THE COONTRACT
C4805,1.0,147,1.0,"The new router works well, sstable connection"
C3410,3.0,50,3.0,"Very bad support, no one answers my calls Thank you. Billing errors keep hpapening, I am really tired of this"
C1019,5.0,117,3.0,"Honestly, billing errors keep happening, i am really tired of this thank you."
C1583,3.0,38,2.0,"Phone lline is fine, internet varies"
C3377,5.0,108,1.0,Email support replies after some days Great service aand fair price
C1635,3.0,102,1.0,"Everything works fine for our family Phone line is fine, internet varies Everything works fine for our famliy"
C0402,3.0,38,4.0,Great serrvice and fair price!!
C1071,0.0,125,3.0,"Phone line is fine, internet varies No issues lately, sattisfied customer"
C1238,4.0,81,1.0,"Good service overall, nothing mmajor to complain about"
C3429,2.0,40,5.0,Billing is clear and correct each monht
C1273,4.0,135,1.0,"Honestly, no issues lately, satisfied customer Billing is clear and correct each month"
C0710,4.0,66,3.0,Billing is clear and correct each month Billing is clear adn correct each month
C5437,,137,3.0,HAPPY WITH THE INTENRET SPEED AND SUPPORT
C5007,1.0,17,3.0,"Honestly, got a minnor outage last week Happy with the intenret speed and support Thank you."
C3198,2.0,107,5.0,"Helpful chat support, fast resolutino Support agent was knid and solved my issue quickly!"
C2369,2.0,98,,"Everything works fine for our family Good service overall, nothing major to complain about"
C3854,3.0,141,3.0,God value for the money Service is okay but could be better
C3489,2.0,45,,"Great service and fair price Honestly, everything works fine for our family"
C3839,0.0,1,4.0,"Honestly, i have opened several tckets and nothing was fixed!!!"
C0556,4.0,99,3.0,Speed never matcehs what was promised in the contract Price is a bit high compared to others
C3805,2.0,105,5.0,ood value for the money!!!
C2271,1.0,85,2.0,"No issues lately, satisfied customer Support agent was kind adn solved my issue quickly Thank yo.u!"
C5351,2.0,28,5.0,"SOMETIMES THE SPEED DROPS AT NIGHT NO ISSUES LATELYY, SATISFIED CUSTOMER IT WORKS, NOT AMAZING, NOT TERRIBLE"
C2799,3.0,102,4.0,"Average experience so far Outages evey week, unacceptable service"
C4310,2.0,35,,Billing is clear and correct eeach month
C0351,2.0,96,4.0,"Phoe line is fine, internet varies Outages every week, unacceptable service"
C4668,2.0,156,,"PHONE LINE IS FINE, INTERNET VARIES HAPPY WITH THE INTENRET SPEED AND SSUPPORT"
C4500,3.0,134,1.0,"It works, not amazing, ont terrible"
C4927,3.0,161,1.0,Email uspport replies after some days!
C3648,0.0,5,5.0,"Honestly, they overcharged me twice and ignored my emails Billing errors keep happeinng, I am really tired of this"
C5077,5.0,92,5.0,"Billing errors keep happening, I am really tired of this Thank you. Internet is slow and unstable almost every veening"
C3515,2.0,115,4.0,"Support agent was kind and solved my issue quickly No issues lately, satisfied customer"
C3771,0.0,38,3.0,"Support agent was kind and solved my issue quickly Honestly, no issues lately, satisfied customer!!"
C0394,2.0,79,4.0,"Phone line is fnie, internet varies Helpful chat support, fast resolution"
C3083,0.0,122,2.0,"I have opened several tickets and nothing was fixed Thank you. Terrible experience, worst providr I used Very bad support, no one answers my calls It works, not amazing, not terrible They overcharged me twice and ignoored my emails!!!"
C2157,1.0,157,3.0,EEverything works fine for our family
C3560,4.0,59,5.0,"Honestly, happy ith the internet speed and support"
C4929,1.0,77,4.0,"Honestly, meail support replies after some days"
C5155,5.0,66,3.0,"Phne line is fine, internet varies Happy with the internet speed and support"
C1465,3.0,5,3.0,"Very bad support, no one answers my calls Thank you. Latency and disconnects make it impossilbe to work Servie is okay but could be better Billing errors keep happening, I am really tired of this"
C5037,0.0,2,,Happy with the internet speed and suupport
C1451,4.0,30,4.0,"Srevice is okay but could be better Thank you. Service is okay but could be better Phone lie is fnie, intrnet varies Everything works fine for our family!!!"
C5183,3.0,59,3.0,Service is okay but coudl be better Price is a bit high compared to others!!!
C4050,3.0,28,3.0,"NO ISSUES LATELY, SATISFIED CUSTOMER SOMETIMES THE SPEED DROPS AT NIGHT"
C3281,3.0,64,4.0,"Everything works fine for our family Happy with he internet speed and support Honestly, occasional hiccups but nnothing too bad The new router works well, stable connection"
C2645,4.0,142,3.0,Good value ffor the money!
C1890,3.0,41,2.0,"Latency aand disconnects make it impossible to work Outages every week, unacceptable service Honestly, outages every week, unacceptable service I have opened sevveral tickets and nothing was fixed"
C5355,0.0,76,5.0,OCCASIONAL HICCUPS BUT NOTTHING TOO BAD
C4853,4.0,74,2.0,Installation took longer than expected Occasional hiccups but nothing too ad!!
C5134,2.0,73,2.0,Price is a bit high comparde to others
C4072,4.0,27,3.0,"Emial support replies after some days Outages every week, unacceptable service"
C0363,0.0,58,2.0,"OUTAGES EVERY WEEK, UNACCEPTABLE SERVICE THANK OYU."
C3558,3.0,24,3.0,Got a minor outage last week Average experience so far
C1239,1.0,6,3.0,Got a minro outage last week Service is okay but could be better Got a minor outage last week
C3844,2.0,63,2.0,Occasional hiccups bt nothing too bad Installation took longer than expected
C2378,1.0,152,3.0,Sometimes the speed drops at night hTank you.
C4139,,97,3.0,Got a minor outage laast week Service is okay but could be better
C3952,1.0,142,3.0,GGot a minor outage last week
C5401,2.0,98,3.0,Everything works fine for uor family
C2226,1.0,19,3.0,Everything works fine for our fmily!!!
C2317,3.0,60,1.0,"Honestly, support agent was kind and solved my issue quickly No issues latey, satisfied customer"
C1202,1.0,156,2.0,"Honestly, it works, not amazing, not terrible Billing is clear and correct each month Great service and fair price!"
C5382,2.0,51,2.0,SERVICE IS OKAY BUT COULD BE BETTER EMAIL SUPPORT REPLIES AFTER SOME DAYS
C1609,0.0,159,3.0,I have opened several tickets and nothing was fixed Thank yuo.
C0516,2.0,106,4.0,"Honestly, helpful chat support, fast resolution Service is okay but could be better"
C1651,3.0,49,3.0,"Helpful chat support, fast resolutoin"
C0025,3.0,172,2.0,"Outages every week, unacceptable serivce"
C4278,1.0,100,4.0,"Speed never matches what was proimsed in the contract Too expensive for poor quality, thinking to cancel!"
C2654,1.0,100,2.0,Theey overcharged me twice and ignored my emails Latency and disconnects make it impossible to work
C3852,3.0,145,5.0,"Serrvice is okay but could be bettter It works, not amazing, not terrible Thank you."
C0223,2.0,88,5.0,EVERYTHING WORKS FINE FOR OUR FAMILY
C4436,2.0,25,5.0,vAerage experience so far
C0225,3.0,16,1.0,"Good service oerall, nothing major to complain about!"
C1107,2.0,149,3.0,"HONESTLY, GREAT SERVICE AND FAIR PRICE!!!"
C2970,2.0,91,5.0,"They overcharged me twice and ignored my emials Very bad support, no oone answers my calls"
C4494,4.0,33,5.0,"Average experience so far Honestly, billing is clera and correct each month thank you."
C2435,0.0,33,3.0,Everything works fiine for our family!
C5438,2.0,125,1.0,Service is okay but could be better Installation took longger than expected
C5365,3.0,179,4.0,Great seervice and fair price
C2495,3.0,29,3.0,Sometimse the speed drops at night
C3075,,179,2.0,SUPPORT AGENT WAS KIND AND SOLVED MY ISSUE QUICKY GOOD VALUE FOR THE MONEY
C3663,2.0,141,4.0,"No issues lately, staisfied customer"
C0250,,68,2.0,Hppy with the internet speed ad support Occasional hiccups but nothing too bad
C2910,5.0,41,1.0,Everything works fine ffor our family
C2395,1.0,28,1.0,Good value ffor the money Installation took longer than expected
C2093,4.0,97,5.0,Average experience so far Thank you. Installation took lonegr than expected Occasional hiccups but nothing too bad Price is a bit high compared to others
C2580,2.0,134,2.0,"Sometimes the speed rdops at night Thank you. Helpful chat support, fast resolution Honestly, happy with the internet speed and support Good valuue for the money"
C0840,6.0,180,3.0,Occsaional hiccups but nothing too bad Thank you.
C5087,2.0,118,3.0,Emial support replies after some days Support agent was kind and solved my issue quickly Thank you. Got a minor outage last week!!
C3851,2.0,173,1.0,Good value for the mmoney
C2303,2.0,7,3.0,PRICE IS A BBIT HIGH COMPARED TO OTHERS THANK YOU.
C2724,0.0,16,5.0,"AVERAGE EXPERIENCE SO FAR NO ISSUES LATELY, SATISFIED CUSTOMER"
C5259,1.0,11,3.0,"Honestly, they overcharged me twice and igored my emails"
C0916,1.0,54,1.0,"Service is okay but could be better he new router works well, stable connection!"
C3552,4.0,81,3.0,Everything works finne for our family!!
C2927,0.0,89,4.0,"Phone line is fine, interet varies"
C4715,1.0,125,3.0,Priice is a bit high compared to others
C0027,2.0,97,3.0,"Honestly, good service overall, nothing major to complain about Greaat service and fair price"
C1987,1.0,129,4.0,"GREAT SERVICE AND FAIR RICE NO ISSUES LATELY, SATISFIED CUSTOMER"
C4831,2.0,130,1.0,Support agent was knid and solved my issue quickly Installation took longer than expected
C3014,3.0,9,2.0,"Honestly, billing is claer and correct each month"
C4450,1.0,22,5.0,"Helpful chat support, fast resoolution Everything works fine for or famiyl No issues lately, satisfied customer Supprot agent was kind and solved my issue quickly"
C4593,5.0,40,4.0,"Good service overall, nothing major to complain about Happy with the internet speed and support"
C3188,1.0,81,2.0,"Got a minor outgae last week Honestly, good service overall, nothing major to complain about Helpful chat support, fast resolution Thank yoou. Price is a bit high compared to others"
C0496,3.0,150,4.0,Service is ookay but could be better
C2130,2.0,147,2.0,"TERRIBLE EXPERIENCE, WORST PROVIDER I USSED"
C0397,3.0,115,4.0,INSTALLATION TOOK LONGER THAN EXPECTED SERVICE IS OKAY BUT COULLD BE BETTER THANK YOU.
C1013,1.0,85,4.0,Sped never matches what was promised in the contract
C0837,1.0,82,4.0,"Hnoestly, internet is slow and unstable almost every evening!!!"
C5177,1.0,128,1.0,"Honestly, it works, not amazing, not terrbile"
C3941,3.0,33,5.0,"Good service overall, nothing major to complain about Graet service and fair price"
C0101,,103,4.0,"Outages every week, unacceptable ervice!!!"
C4954,0.0,98,2.0,"The enw router works well, stable connection!"
C1818,2.0,106,3.0,"AVERAGE EXPERIENCE SO FAR HONESTLY, SOMETIMES THE SPEED DROPS AT NIGHT THANK YOU. OCCASIONAL HICCUPS BUT NOTHING TOO BAD"
C3803,2.0,9,4.0,"Helpful chat support, fast resolution Great service and fair price"
C0228,,73,5.0,Support agent was kind and slved my issue quickly Thank you.
C3098,1.0,151,5.0,"Got a minor outage last week Thank you. Hoonestly, great service and fair price"
C1229,1.0,118,3.0,"Honestly, happy with the interrnet speed and support"
C4726,2.0,87,3.0,"Honestly, got a minor outaeg last week"
C3685,,96,2.0,"Good service overlal, nothing major to complain about"
C3430,1.0,24,3.0,Billing is lear and correct each month
C0963,4.0,2,1.0,THEY OVERCHARGED ME TWICE AD IGNORED MY EMAILS THEY OVERCHARGED ME TWICE AND IGNORED MY EMAILS INTERNET IS SLOW AND UNSTABLE ALMOST EVERY EVENING!
C2240,2.0,25,3.0,Sometimmes the speed drops at night
