customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Region,Age,Churn
C2719,Male,0,No,No,40,South,70.0,No
C2720,Female,0,Yes,,23,West,27.0,No
C2721,Female,0,No,No,7,South,80.0,No
C2722,Male,0,No,No,37,North,90.0,No
C2723,Female,0,Yes,No,7,South,82.0,Yes
C2724,Male,0,,Yes,22,East,19.0,No
C2725,Male,1,Yes,No,17,South,19.0,No
C2726,Female,1,Yes,No,19,North,86.0,No
C2727,Female,0,No,Yes,39,East,,No
C2728,Male,0,No,Yes,36,South,19.0,No
C2729,Male,0,Yes,No,15,East,78.0,No
C2730,Male,0,Yes,,63,West,57.0,No
C2731,Male,0,Yes,No,29,West,80.0,No
C2732,Female,0,,No,60,South,42.0,No
C2733,Female,0,No,No,56,East,55.0,No
C2734,Female,0,Yes,No,40,South,54.0,No
C2735,Female,0,No,Yes,16,West,44.0,No
C2736,Female,0,Yes,Yes,33,West,67.0,No
C2737,Male,0,No,Yes,16,South,,No
C2738,Female,0,No,No,30,North,61.0,Yes
C2739,Female,0,No,No,66,North,89.0,No
C2740,Female,0,Yes,No,44,South,21.0,No
C2741,Female,1,Yes,Yes,38,East,69.0,No
C2742,Female,0,Yes,No,51,East,72.0,No
C2743,Male,0,No,Yes,60,South,90.0,Yes
C2744,Male,0,No,Yes,18,East,29.0,No
C2745,Male,1,No,Yes,5,West,31.0,No
C2746,Female,0,No,No,40,East,52.0,No
C2747,Male,0,Yes,No,6,North,23.0,No
C2748,Male,1,No,No,12,East,64.0,No
C2749,Female,0,No,No,12,East,40.0,Yes
C2750,Female,1,Yes,No,22,West,,Yes
C2751,Female,1,Yes,,49,South,82.0,No
C2752,Male,1,No,No,50,South,76.0,No
C2753,Male,0,Yes,No,4,East,26.0,No
C2754,Female,0,Yes,No,50,East,75.0,No
C2755,Female,0,No,No,3,East,65.0,Yes
C2756,Male,0,No,No,16,North,80.0,Yes
C2757,Male,0,Yes,Yes,14,East,26.0,Yes
C2758,Female,0,Yes,No,64,North,61.0,No
C2759,Female,0,No,,41,South,63.0,No
C2760,Male,0,,Yes,68,East,32.0,Yes
C2761,Female,0,,No,59,North,70.0,No
C2762,Male,0,No,No,2,South,65.0,Yes
C2763,Male,0,No,No,10,East,89.0,No
C2764,Male,0,No,No,26,East,59.0,No
C2765,Male,0,Yes,No,4,North,34.0,No
C2766,Female,0,Yes,No,28,East,52.0,Yes
C2767,Female,0,No,No,2,North,,No
C2768,Male,0,Yes,No,66,South,,No
C2769,Male,0,No,No,16,South,65.0,No
C2770,Male,0,Yes,No,57,North,31.0,No
C2771,Male,0,Yes,No,23,West,42.0,No
C2772,Male,1,Yes,Yes,23,North,63.0,Yes
C2773,Female,0,Yes,,21,West,65.0,Yes
C2774,Female,0,No,Yes,25,West,57.0,No
C2775,Female,0,Yes,No,58,West,67.0,No
C2776,Female,0,No,No,37,South,24.0,No
C2777,Male,0,No,Yes,49,West,77.0,No
C2778,Male,0,Yes,,15,West,52.0,No
C2779,Male,0,No,Yes,28,North,80.0,No
C2780,Male,0,,No,67,South,37.0,No
C2781,Male,0,No,Yes,4,North,33.0,No
C2782,Female,0,No,Yes,47,East,39.0,No
C2783,Male,0,Yes,No,50,East,53.0,No
C2784,Female,1,Yes,,60,North,36.0,No
C2785,Female,0,No,No,62,West,19.0,No
C2786,Female,0,No,No,67,North,85.0,No
C2787,Female,0,Yes,No,72,West,24.0,No
C2788,Male,0,No,Yes,43,North,64.0,Yes
C2789,Female,0,,No,58,East,66.0,No
C2790,Female,0,No,No,52,North,60.0,Yes
C2791,Female,0,Yes,Yes,69,South,49.0,No
C2792,Male,0,No,Yes,46,East,34.0,No
C2793,Male,1,Yes,Yes,25,South,31.0,No
C2794,Male,0,No,No,25,East,49.0,No
C2795,Female,1,No,No,35,West,77.0,No
C2796,Female,0,No,No,61,North,77.0,No
C2797,Male,0,No,Yes,15,West,69.0,No
C2798,Female,0,No,No,35,North,83.0,No
C2799,Male,0,No,No,29,North,21.0,Yes
C2800,Male,1,No,,38,North,80.0,No
C2801,Female,0,No,No,69,West,50.0,No
C2802,Female,0,No,No,24,North,18.0,No
C2803,Female,0,No,No,19,West,81.0,No
C2804,Female,0,Yes,No,46,West,54.0,No
C2805,Male,0,,Yes,49,South,87.0,No
C2806,Male,0,,,44,East,24.0,No
C2807,Male,0,No,Yes,26,West,41.0,No
C2808,Male,1,No,Yes,25,South,85.0,Yes
C2809,Male,0,No,No,35,North,72.0,No
C2810,Female,0,Yes,No,36,South,20.0,No
C2811,Male,0,Yes,No,14,West,40.0,Yes
C2812,Male,0,No,No,56,West,53.0,No
C2813,Male,0,Yes,No,6,North,74.0,No
C2814,Female,0,Yes,No,32,North,65.0,No
C2815,Female,0,No,,26,West,,No
C2816,Female,0,No,Yes,15,North,78.0,No
C2817,Female,1,Yes,Yes,49,East,41.0,No
C2818,Male,0,No,No,56,North,60.0,No
C2819,Male,0,Yes,No,37,West,50.0,No
C2820,Female,1,No,Yes,53,West,41.0,Yes
C2821,Female,1,Yes,No,58,South,39.0,No
C2822,Male,0,No,Yes,36,North,69.0,No
C2823,Male,0,Yes,Yes,11,South,23.0,No
C2824,Female,0,No,No,27,South,36.0,No
C2825,Female,1,Yes,No,2,South,46.0,No
C2826,Female,1,No,Yes,22,East,81.0,No
C2827,Female,0,Yes,No,66,North,31.0,No
C2828,Male,0,Yes,No,17,South,47.0,Yes
C2829,Male,0,No,No,4,West,88.0,Yes
C2830,Male,0,No,No,14,East,38.0,Yes
C2831,Female,0,Yes,Yes,7,South,82.0,Yes
C2832,Female,0,Yes,No,16,East,21.0,No
C2833,Male,1,Yes,No,66,West,63.0,No
C2834,Male,0,Yes,No,19,East,25.0,No
C2835,Male,0,Yes,No,1,North,35.0,No
C2836,Male,0,Yes,No,31,North,77.0,No
C2837,Female,0,No,Yes,4,West,62.0,Yes
C2838,Male,0,No,No,58,West,89.0,No
C2839,Male,0,Yes,No,56,East,48.0,No
C2840,Male,0,No,No,53,North,45.0,No
C2841,Male,1,No,No,43,East,81.0,No
C2842,Male,0,Yes,Yes,49,West,54.0,No
C2843,Male,0,Yes,No,60,South,84.0,No
C2844,Male,0,No,No,16,North,85.0,No
C2845,Female,0,Yes,Yes,60,East,,No
C2846,Female,0,Yes,No,47,West,53.0,No
C2847,Female,0,No,No,15,North,74.0,Yes
C2848,Female,0,No,No,63,East,87.0,Yes
C2849,Male,0,Yes,Yes,28,East,21.0,Yes
C2850,Female,0,No,No,20,East,66.0,Yes
C2851,Female,0,No,Yes,63,East,56.0,Yes
C2852,Male,1,No,No,33,East,35.0,No
C2853,Male,1,No,,36,North,77.0,No
C2854,Female,0,Yes,Yes,13,North,27.0,No
C2855,Female,0,No,Yes,62,East,40.0,No
C2856,Male,1,Yes,Yes,68,North,85.0,No
C2857,Female,0,Yes,No,23,East,76.0,No
C2858,Male,0,Yes,No,72,East,24.0,No
C2859,Male,1,Yes,No,13,North,30.0,No
C2860,Male,0,Yes,No,40,East,20.0,No
C2861,Male,1,,No,30,East,57.0,No
C2862,Female,1,Yes,No,25,South,28.0,Yes
C2863,Male,0,No,No,26,South,68.0,No
C2864,Male,0,Yes,Yes,24,West,40.0,No
C2865,Female,0,No,No,39,South,49.0,Yes
C2866,Male,0,Yes,No,61,East,58.0,Yes
C2867,Female,0,Yes,No,49,North,59.0,No
C2868,Female,0,Yes,No,41,North,55.0,No
C2869,Female,0,Yes,Yes,70,North,84.0,No
C2870,Male,0,No,No,20,West,89.0,Yes
C2871,Female,0,Yes,No,44,South,89.0,No
C2872,Female,0,No,No,16,North,59.0,Yes
C2873,Male,0,No,No,21,East,60.0,Yes
C2874,Female,0,Yes,No,15,North,50.0,No
C2875,Female,1,No,Yes,39,North,54.0,No
C2876,Female,1,Yes,Yes,42,South,74.0,Yes
C2877,Female,0,No,,61,South,81.0,No
C2878,Female,1,No,No,4,East,81.0,Yes
C2879,Male,0,Yes,No,24,South,77.0,Yes
C2880,Female,0,Yes,No,3,South,69.0,Yes
C2881,Female,0,Yes,No,1,West,89.0,No
C2882,Male,0,Yes,Yes,13,West,,No
C2883,Male,1,No,,54,West,44.0,No
C2884,Male,0,Yes,Yes,40,West,76.0,No
C2885,Female,0,Yes,Yes,11,East,36.0,No
C2886,Male,0,Yes,No,42,East,20.0,No
C2887,Female,0,No,No,4,East,90.0,No
C2888,Female,0,Yes,No,25,West,,No
C2889,Male,0,,Yes,36,East,83.0,No
C2890,Male,0,No,No,64,North,90.0,No
C2891,Female,0,No,Yes,44,West,,No
C2892,Male,0,No,No,40,West,23.0,No
C2893,Female,0,Yes,Yes,45,West,45.0,No
C2894,Male,0,,No,8,North,65.0,Yes
C2895,Male,0,No,Yes,35,South,65.0,Yes
C2896,Male,0,No,Yes,44,South,84.0,No
C2897,Female,0,No,No,18,East,71.0,No
C2898,Male,0,Yes,Yes,47,North,33.0,No
C2899,Female,0,Yes,No,25,South,52.0,No
C2900,Female,1,No,No,41,North,47.0,No
C2901,Female,0,Yes,Yes,5,South,65.0,Yes
C2902,Female,0,Yes,No,64,East,86.0,No
C2903,Male,1,Yes,No,62,West,25.0,No
C2904,Female,0,No,No,72,North,68.0,No
C2905,Female,0,Yes,No,3,East,27.0,No
C2906,Male,0,Yes,Yes,37,North,,No
C2907,Female,0,No,Yes,41,North,53.0,No
C2908,Male,0,Yes,Yes,20,East,77.0,No
C2909,Female,1,No,Yes,67,East,27.0,No
C2910,Male,0,No,No,40,West,31.0,No
C2911,Female,0,Yes,Yes,8,South,80.0,No
C2912,Male,1,No,,5,West,64.0,Yes
C2913,Female,1,No,,25,North,86.0,No
C2914,Female,0,Yes,,39,North,73.0,No
C2915,Male,0,Yes,Yes,37,North,23.0,No
C2916,Male,1,No,Yes,5,West,36.0,No
C2917,Male,0,Yes,No,8,North,69.0,No
C2918,Male,0,No,Yes,4,North,79.0,Yes
C2919,Female,1,No,No,41,East,66.0,Yes
C2920,Female,0,Yes,No,60,North,28.0,Yes
C2921,Male,0,No,No,54,North,63.0,No
C2922,Female,0,Yes,No,22,North,86.0,No
C2923,Male,0,No,No,19,North,62.0,No
C2924,Male,0,Yes,No,68,East,75.0,No
C2925,Female,0,No,No,33,East,49.0,Yes
C2926,Female,0,No,No,22,North,27.0,No
C2927,Female,0,No,No,65,North,30.0,No
C2928,Female,0,No,,11,West,30.0,No
C2929,Female,0,No,No,16,East,53.0,No
C2930,Female,0,Yes,No,68,East,90.0,Yes
C2931,Female,0,No,No,44,South,36.0,No
C2932,Male,0,No,Yes,9,North,24.0,No
C2933,Male,0,No,Yes,72,West,32.0,No
C2934,Male,0,No,Yes,62,East,63.0,No
C2935,Male,0,Yes,Yes,15,North,65.0,No
C2936,Male,0,Yes,Yes,6,South,,Yes
C2937,Female,0,Yes,No,1,South,21.0,No
C2938,Male,1,No,Yes,20,North,20.0,No
C2939,Male,0,Yes,,36,West,20.0,No
C2940,Male,0,No,Yes,2,West,86.0,No
C2941,Male,0,Yes,,70,North,45.0,Yes
C2942,Male,0,Yes,No,2,South,40.0,No
C2943,Male,1,Yes,No,3,West,,No
C2944,Male,0,Yes,No,7,North,79.0,Yes
C2945,Female,0,No,No,64,East,68.0,No
C2946,Female,0,Yes,No,41,East,58.0,No
C2947,Male,0,Yes,Yes,54,East,81.0,No
C2948,Female,0,Yes,No,41,East,60.0,No
C2949,Female,0,No,Yes,5,East,75.0,Yes
C2950,Female,0,No,No,63,West,76.0,No
C2951,Female,0,Yes,No,1,South,57.0,Yes
C2952,Male,1,No,No,25,West,63.0,Yes
C2953,Female,1,Yes,Yes,46,North,79.0,No
C2954,Female,0,Yes,No,15,South,66.0,No
C2955,Female,0,,Yes,69,North,40.0,No
C2956,Male,0,Yes,Yes,17,East,61.0,Yes
C2957,Male,0,No,Yes,21,North,61.0,No
C2958,Male,1,Yes,No,53,West,36.0,No
C2959,Male,0,,Yes,55,East,61.0,No
C2960,Male,0,Yes,No,10,North,28.0,No
C2961,Male,1,,No,57,East,,Yes
C2962,Male,0,No,Yes,65,West,55.0,Yes
C2963,Female,1,Yes,No,37,East,20.0,No
C2964,Female,1,No,Yes,7,North,33.0,Yes
C2965,Female,0,Yes,No,40,West,26.0,No
C2966,Male,0,No,,50,East,58.0,No
C2967,Male,1,Yes,No,1,South,55.0,No
C2968,Male,1,Yes,No,20,South,86.0,No
C2969,Male,0,No,No,31,South,82.0,No
C2970,Male,1,Yes,,68,West,52.0,Yes
C2971,Female,0,No,No,12,South,52.0,No
C2972,Female,0,Yes,,22,North,65.0,No
C2973,Male,1,Yes,No,1,West,25.0,Yes
C2974,Male,0,No,No,1,North,44.0,No
C2975,Male,1,No,Yes,3,West,26.0,Yes
C2976,Male,0,Yes,No,21,South,47.0,No
C2977,Female,0,Yes,No,13,East,31.0,Yes
C2978,Male,0,Yes,No,61,North,40.0,No
C2979,Male,0,Yes,No,13,West,46.0,Yes
C2980,Male,0,Yes,Yes,33,East,43.0,No
C2981,Male,0,Yes,Yes,6,West,32.0,Yes
C2982,Female,0,No,Yes,25,East,90.0,No
C2983,Male,0,,No,23,North,90.0,No
C2984,Male,0,Yes,No,26,South,84.0,No
C2985,Female,0,Yes,No,4,South,33.0,Yes
C2986,Female,0,,,35,East,30.0,No
C2987,Female,0,,No,25,West,41.0,No
C2988,Male,0,,No,20,South,79.0,No
C2989,Male,0,No,Yes,1,East,74.0,No
C2990,Female,0,No,No,68,West,53.0,No
C2991,Female,0,No,No,23,North,77.0,No
C2992,Female,0,Yes,No,22,West,90.0,No
C2993,Female,0,Yes,Yes,62,South,39.0,No
C2994,Female,1,No,No,1,East,20.0,No
C2995,Female,0,Yes,No,59,South,,No
C2996,Male,0,No,No,68,South,53.0,No
C2997,Male,0,No,No,19,North,27.0,Yes
C2998,Male,0,No,,30,West,38.0,No
C2999,Female,0,Yes,No,1,West,66.0,No
C3000,Female,0,No,No,48,North,26.0,No
C3001,Female,0,No,No,19,West,69.0,No
C3002,Female,0,No,No,52,East,65.0,Yes
C3003,Female,0,No,No,22,West,77.0,No
C3004,Female,0,No,No,50,North,67.0,No
C3005,Male,0,Yes,No,66,South,56.0,No
C3006,Male,0,Yes,No,6,East,33.0,Yes
C3007,Female,0,Yes,No,64,North,45.0,No
C3008,Male,0,Yes,No,21,South,23.0,No
C3009,Female,0,,No,19,South,78.0,No
C3010,Male,0,No,No,37,North,23.0,No
C3011,Female,0,Yes,No,63,South,83.0,No
C3012,Female,0,Yes,Yes,29,West,57.0,No
C3013,Male,0,Yes,No,60,South,88.0,No
C3014,Male,0,No,No,34,North,79.0,No
C3015,Female,0,Yes,No,1,East,45.0,No
C3016,Female,0,Yes,No,48,East,64.0,No
C3017,Male,0,Yes,Yes,21,East,26.0,Yes
C3018,Male,1,Yes,No,34,West,69.0,No
C3019,Female,0,No,No,26,North,32.0,No
C3020,Male,0,Yes,No,36,South,,No
C3021,Female,1,Yes,No,23,West,37.0,No
C3022,Female,0,Yes,No,47,West,77.0,No
C3023,Female,0,No,No,44,East,75.0,No
C3024,Female,0,No,No,20,North,84.0,No
C3025,Male,0,Yes,Yes,27,South,19.0,No
C3026,Male,0,Yes,Yes,61,North,67.0,No
C3027,Male,0,No,Yes,37,East,31.0,No
C3028,Male,0,Yes,Yes,52,North,73.0,Yes
C3029,Male,0,No,Yes,62,North,86.0,No
C3030,Male,1,Yes,Yes,66,South,,No
C3031,Male,1,Yes,No,24,South,63.0,Yes
C3032,Female,0,No,,12,South,23.0,Yes
C3033,Male,0,No,Yes,16,South,25.0,No
C3034,Male,0,No,Yes,36,East,56.0,No
C3035,Female,1,Yes,No,2,South,61.0,Yes
C3036,Male,0,Yes,No,62,East,44.0,No
C3037,Male,0,Yes,Yes,64,South,33.0,No
C3038,Female,0,No,No,29,South,56.0,Yes
C3039,Male,0,No,No,31,East,18.0,No
C3040,Male,0,Yes,No,15,South,68.0,No
C3041,Male,0,No,No,55,East,,No
C3042,Female,0,No,No,33,East,50.0,No
C3043,Male,0,Yes,,52,West,67.0,No
C3044,Male,0,No,No,20,South,71.0,No
C3045,Female,0,Yes,No,38,South,,No
C3046,Male,1,Yes,No,3,East,36.0,No
C3047,Female,1,No,Yes,54,North,,No
C3048,Female,1,Yes,No,66,South,40.0,No
C3049,Male,1,Yes,No,18,East,81.0,No
C3050,Female,0,No,Yes,7,North,56.0,Yes
C3051,Female,0,No,No,35,South,66.0,No
C3052,Male,0,No,No,60,East,76.0,Yes
C3053,Female,1,No,No,24,West,37.0,Yes
C3054,Female,0,Yes,No,39,West,78.0,No
C3055,Male,0,No,Yes,12,South,26.0,No
C3056,Male,0,No,,53,East,40.0,No
C3057,Male,0,Yes,No,64,North,24.0,No
C3058,Female,0,No,Yes,4,North,48.0,Yes
C3059,Male,0,Yes,No,5,West,77.0,No
C3060,Female,0,Yes,No,16,North,78.0,No
C3061,Female,0,No,No,27,South,43.0,No
C3062,Female,0,No,,4,West,71.0,Yes
C3063,Female,0,Yes,No,72,West,48.0,No
C3064,Female,1,Yes,,48,West,58.0,No
C3065,Female,0,No,No,8,West,45.0,No
C3066,Female,0,Yes,Yes,46,East,,No
C3067,Male,0,Yes,No,44,North,51.0,No
C3068,Male,0,No,Yes,67,East,26.0,No
C3069,Female,0,No,Yes,52,South,,No
C3070,Female,0,No,No,34,South,33.0,No
C3071,Male,0,No,Yes,62,West,88.0,No
C3072,Female,0,No,,21,South,48.0,No
C3073,Male,0,No,No,24,North,50.0,Yes
C3074,Male,0,Yes,No,44,South,24.0,No
C3075,Male,0,No,,41,North,20.0,No
C3076,Female,0,Yes,Yes,29,West,37.0,No
C3077,Female,0,Yes,Yes,6,East,22.0,No
C3078,Male,1,Yes,No,56,East,84.0,Yes
C3079,Male,0,No,No,14,East,55.0,Yes
C3080,Male,0,Yes,Yes,50,East,73.0,No
C3081,Male,0,Yes,No,52,West,40.0,No
C3082,Male,0,,No,1,East,19.0,No
C3083,Female,0,No,No,12,West,38.0,Yes
C3084,Male,0,No,Yes,24,West,31.0,No
C3085,Female,0,Yes,No,37,West,79.0,No
C3086,Male,0,Yes,No,70,East,28.0,No
C3087,Female,0,No,No,3,West,21.0,No
C3088,Female,0,Yes,,27,South,64.0,No
C3089,Female,0,No,Yes,53,West,37.0,Yes
C3090,Female,0,Yes,No,17,West,69.0,No
C3091,Female,1,No,Yes,15,West,,No
C3092,Female,0,Yes,No,39,West,62.0,No
C3093,Male,0,Yes,,4,South,25.0,No
C3094,Female,0,No,No,17,North,79.0,No
C3095,Male,0,Yes,No,11,South,38.0,No
C3096,Female,0,Yes,No,12,West,81.0,No
C3097,Female,0,No,No,32,North,47.0,Yes
C3098,Male,0,Yes,No,27,South,53.0,No
C3099,Female,0,Yes,Yes,44,East,22.0,No
C3100,Male,1,Yes,No,43,East,55.0,No
C3101,Male,0,Yes,No,49,West,36.0,Yes
C3102,Male,0,Yes,,43,East,,No
C3103,Male,1,No,No,3,West,30.0,Yes
C3104,Female,0,No,Yes,29,East,26.0,No
C3105,Female,0,Yes,No,35,West,34.0,No
C3106,Male,0,Yes,Yes,48,South,,No
C3107,Female,1,No,No,39,North,62.0,No
C3108,Female,0,No,No,24,West,59.0,No
C3109,Male,0,Yes,,20,East,68.0,No
C3110,Female,0,No,Yes,15,East,75.0,No
C3111,Male,0,No,No,18,South,75.0,No
C3112,Male,0,Yes,,60,South,47.0,No
C3113,Female,0,Yes,No,41,East,22.0,No
C3114,Female,0,Yes,No,69,North,25.0,No
C3115,Female,0,No,No,11,South,54.0,No
C3116,Male,0,,Yes,56,South,64.0,No
C3117,Male,1,No,No,18,East,62.0,No
C3118,Female,1,,,12,East,,Yes
C3119,Female,0,No,No,16,West,80.0,Yes
C3120,Female,0,No,Yes,27,East,64.0,No
C3121,Female,0,No,No,17,West,42.0,Yes
C3122,Male,0,Yes,No,31,East,67.0,No
C3123,Female,0,No,No,35,East,62.0,No
C3124,Male,0,Yes,No,27,North,47.0,Yes
C3125,Male,1,No,Yes,32,North,65.0,No
C3126,Female,0,No,No,17,East,68.0,Yes
C3127,Female,0,Yes,Yes,11,South,72.0,No
C3128,Female,0,No,No,1,West,72.0,No
C3129,Male,0,Yes,,49,East,63.0,Yes
C3130,Female,0,No,Yes,41,West,48.0,No
C3131,Female,0,Yes,Yes,20,West,51.0,No
C3132,Male,0,No,Yes,71,North,85.0,No
C3133,Female,1,No,No,37,South,50.0,No
C3134,Male,0,Yes,No,16,East,73.0,No
C3135,Female,1,No,Yes,39,South,75.0,No
C3136,Male,0,Yes,,45,South,74.0,No
C3137,Female,0,Yes,No,64,West,34.0,No
C3138,Female,0,No,No,47,West,28.0,No
C3139,Male,0,No,No,23,West,88.0,Yes
C3140,Male,0,No,Yes,32,East,34.0,No
C3141,Female,0,No,Yes,49,South,27.0,Yes
C3142,Male,0,No,No,19,East,43.0,Yes
C3143,Male,0,No,No,67,South,23.0,No
C3144,Male,0,No,No,39,East,,No
C3145,Male,0,No,No,60,North,21.0,No
C3146,Female,0,Yes,No,11,West,79.0,No
C3147,Female,0,Yes,No,49,West,81.0,No
C3148,Male,0,No,No,15,East,73.0,No
C3149,Male,1,No,No,61,West,40.0,No
C3150,Male,0,,No,43,South,50.0,No
C3151,Male,0,Yes,No,15,North,48.0,No
C3152,Female,0,No,No,5,West,24.0,No
C3153,Female,0,Yes,,29,West,22.0,Yes
C3154,Male,0,,Yes,62,East,54.0,No
C3155,Male,1,Yes,No,60,North,18.0,No
C3156,Male,1,Yes,No,69,West,87.0,No
C3157,Female,0,No,No,22,North,62.0,No
C3158,Male,0,No,No,13,East,64.0,No
C3159,Female,0,Yes,,50,South,85.0,Yes
C3160,Male,0,Yes,Yes,47,West,47.0,No
C3161,Female,0,,No,29,South,77.0,No
C3162,Male,0,Yes,Yes,17,West,41.0,Yes
C3163,Female,0,Yes,No,20,South,48.0,Yes
C3164,Male,1,No,Yes,6,South,45.0,No
C3165,Male,0,No,No,22,West,,Yes
C3166,Male,0,Yes,No,9,North,21.0,No
C3167,Female,1,No,No,32,East,78.0,No
C3168,Male,0,Yes,Yes,33,South,56.0,No
C3169,Female,1,Yes,No,70,West,,No
C3170,Female,0,,Yes,49,North,88.0,No
C3171,Male,0,No,Yes,30,South,63.0,No
C3172,Male,1,Yes,Yes,16,East,70.0,Yes
C3173,Male,0,Yes,,65,South,65.0,No
C3174,Female,0,Yes,Yes,14,North,26.0,No
C3175,Male,0,Yes,No,56,East,39.0,No
C3176,Female,0,Yes,Yes,37,East,19.0,No
C3177,Female,0,No,No,49,North,33.0,No
C3178,Male,1,No,Yes,50,East,22.0,No
C3179,Male,1,No,No,36,West,29.0,No
C3180,Male,1,Yes,,52,North,69.0,No
C3181,Male,0,Yes,No,23,East,43.0,No
C3182,Male,0,Yes,,66,East,32.0,No
C3183,Male,0,Yes,No,71,North,84.0,No
C3184,Female,1,No,Yes,45,North,90.0,No
C3185,Female,0,Yes,No,28,South,76.0,Yes
C3186,Female,0,Yes,No,20,West,56.0,No
C3187,Male,0,No,No,49,North,80.0,No
C3188,Female,0,Yes,No,57,West,42.0,No
C3189,Female,0,No,No,59,East,58.0,Yes
C3190,Female,1,Yes,Yes,26,South,45.0,No
C3191,Female,1,No,No,19,East,38.0,Yes
C3192,Female,0,Yes,Yes,13,West,,No
C3193,Male,0,,Yes,62,North,74.0,No
C3194,Male,1,Yes,No,14,South,28.0,Yes
C3195,Female,0,No,No,11,East,36.0,No
C3196,Female,0,Yes,No,67,North,18.0,No
C3197,Female,0,No,No,12,North,49.0,No
C3198,Male,0,Yes,No,35,North,51.0,No
C3199,Male,0,Yes,No,39,South,34.0,No
C3200,Female,0,No,No,32,North,72.0,No
C3201,Male,0,No,Yes,14,West,36.0,Yes
C3202,Male,0,Yes,No,65,West,59.0,No
C3203,Female,1,No,Yes,27,North,76.0,Yes
C3204,Male,0,Yes,Yes,60,South,90.0,No
C3205,Male,1,No,No,43,North,55.0,No
C3206,Female,0,No,No,65,North,48.0,No
C3207,Male,0,No,No,55,South,83.0,No
C3208,Male,0,No,No,35,South,86.0,No
C3209,Female,1,No,No,32,West,67.0,No
C3210,Male,0,Yes,Yes,19,South,47.0,Yes
C3211,Male,0,No,No,39,South,52.0,No
C3212,Female,0,Yes,No,20,North,76.0,No
C3213,Female,0,No,No,28,North,34.0,No
C3214,Female,0,No,,3,West,83.0,No
C3215,Male,1,Yes,No,32,North,38.0,No
C3216,Female,1,No,No,58,West,69.0,No
C3217,Male,0,No,No,54,North,82.0,No
C3218,Female,1,No,Yes,42,East,31.0,No
C3219,Male,0,Yes,Yes,15,West,,No
C3220,Female,0,Yes,No,62,North,72.0,No
C3221,Female,0,No,No,31,South,26.0,No
C3222,Female,0,Yes,No,61,West,25.0,No
C3223,Female,0,Yes,Yes,26,North,90.0,No
C3224,Male,1,No,No,69,East,51.0,No
C3225,Female,0,Yes,,57,North,50.0,No
C3226,Female,0,No,No,20,North,24.0,No
C3227,Male,0,,,66,North,38.0,Yes
C3228,Female,1,No,No,21,West,22.0,Yes
C3229,Male,0,Yes,No,60,North,88.0,No
C3230,Female,0,Yes,No,63,North,29.0,No
C3231,Female,0,Yes,No,51,East,76.0,No
C3232,Female,0,No,No,39,South,75.0,No
C3233,Male,0,Yes,Yes,11,South,54.0,No
C3234,Female,0,,No,57,North,62.0,No
C3235,Female,0,No,,3,East,42.0,No
C3236,Female,0,No,Yes,37,East,44.0,No
C3237,Male,0,Yes,No,25,South,68.0,No
C3238,Male,0,Yes,Yes,21,North,59.0,No
C3239,Female,0,No,No,42,East,88.0,No
C3240,Male,1,Yes,No,1,West,59.0,No
C3241,Female,0,Yes,Yes,23,South,77.0,No
C3242,Female,1,Yes,No,24,North,89.0,No
C3243,Female,0,No,No,47,North,75.0,No
C3244,Female,0,No,Yes,7,East,89.0,No
C3245,Female,0,No,No,38,West,39.0,No
C3246,Female,1,No,,47,North,75.0,No
C3247,Female,0,Yes,No,35,South,28.0,No
C3248,Male,0,No,Yes,62,North,23.0,No
C3249,Male,1,Yes,Yes,3,South,39.0,Yes
C3250,Male,0,No,No,20,South,29.0,No
C3251,Male,0,Yes,No,44,West,44.0,No
C3252,Male,0,Yes,Yes,32,North,18.0,No
C3253,Male,0,No,No,26,West,81.0,No
C3254,Male,0,Yes,No,48,South,56.0,No
C3255,Female,0,No,No,5,West,77.0,Yes
C3256,Female,0,,No,59,East,87.0,No
C3257,Female,0,Yes,No,61,North,71.0,No
C3258,Female,1,Yes,No,49,West,42.0,No
C3259,Male,1,No,No,30,North,37.0,No
C3260,Male,0,Yes,No,17,East,53.0,No
C3261,Female,0,No,Yes,70,West,40.0,No
C3262,Female,0,Yes,Yes,58,North,18.0,No
C3263,Male,0,Yes,Yes,63,East,,No
C3264,Female,0,Yes,Yes,61,West,69.0,No
C3265,Female,0,No,,63,West,19.0,No
C3266,Female,0,No,No,15,East,38.0,Yes
C3267,Female,0,Yes,No,1,South,26.0,No
C3268,Male,0,No,,13,East,65.0,No
C3269,Female,1,No,,48,East,56.0,Yes
C3270,Female,0,Yes,Yes,34,East,59.0,No
C3271,Male,0,No,No,30,West,88.0,No
C3272,Male,0,Yes,No,19,North,62.0,No
C3273,Female,0,No,Yes,64,North,19.0,No
C3274,Male,0,No,No,66,East,84.0,No
C3275,Female,0,Yes,No,57,West,60.0,No
C3276,Female,0,Yes,No,44,South,35.0,No
C3277,Male,0,No,Yes,12,West,56.0,Yes
C3278,Female,0,No,No,40,West,23.0,No
C3279,Female,0,No,No,24,West,59.0,No
C3280,Female,1,Yes,No,11,West,69.0,No
C3281,Female,0,Yes,No,66,West,44.0,No
C3282,Male,0,Yes,No,1,West,32.0,Yes
C3283,Male,1,Yes,No,58,East,36.0,No
C3284,Female,0,No,No,28,North,79.0,No
