customerID,ContractType,MonthlyCharges,TotalCharges,PaymentMethod,InternetService
C1685,Two year,73.06,868.05,Electronic check,None
C4869,Month-to-month,76.25,1707.26,Mailed check,Fiber optic
C3170,One year,37.46,2327.97,Mailed check,DSL
C3491,One year,39.17,333.29,Electronic check,
C4002,Month-to-month,23.23,611.38,Credit card,Fiber optic
C2195,Two year,23.34,,Electronic check,None
C1175,Month-to-month,59.45,434.23,Credit card,DSL
C0071,Month-to-month,36.13,714.77,Electronic check,DSL
C5093,Two year,121.1,6421.51,Electronic check,Fiber optic
C3561,Month-to-month,41.94,26.33,Bank transfer,DSL
C0735,Month-to-month,27.26,2166.17,Electronic check,Fiber optic
C0439,Month-to-month,64.46,2650.17,Electronic check,DSL
C0395,One year,41.17,,Bank transfer,None
C2986,Month-to-month,26.79,1937.89,Electronic check,
C0610,One year,102.8,,Electronic check,Fiber optic
C2735,One year,81.28,1502.6,Electronic check,None
C3861,Month-to-month,26.27,1877.36,Credit card,Fiber optic
C4510,Month-to-month,71.48,,Electronic check,Fiber optic
C4674,One year,24.27,1029.53,Credit card,Fiber optic
C4738,One year,58.97,1002.76,Electronic check,Fiber optic
C3102,Month-to-month,59.96,2796.82,Electronic check,Fiber optic
C1095,Month-to-month,110.53,5676.96,Bank transfer,DSL
C1626,Two year,100.88,7987.84,Bank transfer,DSL
C2717,Two year,118.66,7415.44,Bank transfer,Fiber optic
C3037,One year,35.46,,Electronic check,Fiber optic
C3456,Month-to-month,78.71,61.03,Electronic check,DSL
C1881,One year,22.22,529.48,Electronic check,Fiber optic
C2315,Month-to-month,110.81,1743.16,Mailed check,Fiber optic
C4824,One year,60.32,1967.09,Credit card,DSL
C0926,One year,27.62,940.8,Credit card,Fiber optic
C2740,Month-to-month,55.71,3383.87,Electronic check,Fiber optic
C0331,Month-to-month,51.56,3442.84,Credit card,Fiber optic
C5277,One year,104.26,888.56,Credit card,Fiber optic
C3361,Two year,33.93,1148.53,Electronic check,Fiber optic
C2927,One year,81.14,5108.76,Electronic check,DSL
C3878,One year,107.33,6989.45,Credit card,DSL
C2709,Month-to-month,101.35,2839.97,Bank transfer,Fiber optic
C4505,One year,122.95,2294.55,Bank transfer,DSL
C4267,One year,20.07,124.3,Electronic check,None
C0230,Month-to-month,58.92,2730.07,Electronic check,Fiber optic
C0039,One year,60.65,3376.88,Bank transfer,Fiber optic
C3354,One year,23.66,442.93,Bank transfer,Fiber optic
C3565,One year,109.9,6760.58,Bank transfer,DSL
C3689,Month-to-month,95.78,79.18,Credit card,DSL
C1778,Month-to-month,78.09,2334.22,Credit card,DSL
C3168,Two year,64.55,3941.31,Electronic check,Fiber optic
C4499,Month-to-month,118.5,,Electronic check,Fiber optic
C3409,Month-to-month,49.09,1231.55,Electronic check,None
C2895,Two year,56.8,,Electronic check,Fiber optic
C4290,Month-to-month,124.79,7681.82,Mailed check,None
C4179,Month-to-month,27.11,2174.16,Electronic check,None
C0866,Month-to-month,105.87,3682.82,Credit card,None
C2322,Two year,98.99,2419.43,Electronic check,Fiber optic
C1948,Month-to-month,119.21,2315.2,Electronic check,DSL
C3052,One year,29.96,1183.9,Electronic check,DSL
C0191,One year,126.75,1038.72,Electronic check,None
C5064,Month-to-month,23.17,1019.08,Electronic check,DSL
C5215,Month-to-month,57.15,,Electronic check,DSL
C3070,Month-to-month,29.33,,Bank transfer,Fiber optic
C3348,Two year,25.63,538.5,Electronic check,Fiber optic
C0135,Two year,126.12,1671.41,Mailed check,None
C4060,Two year,99.16,1906.15,Bank transfer,Fiber optic
C1289,Month-to-month,75.63,434.88,Credit card,DSL
C2608,Month-to-month,31.9,,Electronic check,Fiber optic
C4960,Month-to-month,77.86,2245.86,Electronic check,Fiber optic
C5323,One year,55.21,2032.36,Credit card,DSL
C3207,One year,49.87,976.47,Bank transfer,None
C3601,Two year,87.99,3965.8,Mailed check,Fiber optic
C0316,Two year,107.0,5672.32,Electronic check,DSL
C3181,Month-to-month,68.76,1055.71,Electronic check,DSL
C2977,One year,74.26,1900.08,Mailed check,DSL
C2864,One year,91.66,1667.14,Credit card,Fiber optic
C0985,Month-to-month,33.71,60.99,Credit card,Fiber optic
C3694,One year,111.15,3134.4,Electronic check,DSL
C1594,Two year,112.06,,Electronic check,DSL
C2215,Month-to-month,79.52,2790.84,Bank transfer,Fiber optic
C1359,Month-to-month,40.63,230.63,Mailed check,DSL
C1573,Month-to-month,75.08,1834.07,Mailed check,Fiber optic
C5238,Two year,31.65,2011.21,Electronic check,Fiber optic
C0322,Two year,103.96,2292.24,Electronic check,None
C4591,Month-to-month,54.23,2541.79,Electronic check,Fiber optic
C1417,One year,54.22,993.4,Credit card,DSL
C0220,Month-to-month,123.96,5206.85,Credit card,DSL
C0401,Month-to-month,66.4,2164.95,Electronic check,Fiber optic
C1791,Month-to-month,106.85,,Bank transfer,Fiber optic
C0951,Month-to-month,90.09,5231.02,Bank transfer,Fiber optic
C0312,Month-to-month,54.78,1491.16,Electronic check,Fiber optic
C1396,One year,33.62,1584.29,Bank transfer,DSL
C3350,Two year,107.75,4433.62,Electronic check,DSL
C2515,Month-to-month,103.88,5952.32,Bank transfer,Fiber optic
C2440,Month-to-month,38.61,1200.78,Credit card,Fiber optic
C3900,Month-to-month,47.4,81.33,Electronic check,Fiber optic
C1337,Month-to-month,104.29,122.77,Mailed check,
C4269,Month-to-month,128.2,1200.28,Electronic check,None
C3584,Two year,112.8,963.74,Electronic check,DSL
C4092,Month-to-month,95.26,4889.27,Bank transfer,DSL
C4131,Month-to-month,120.7,,Electronic check,
C4666,Month-to-month,51.38,2425.76,Bank transfer,DSL
C1458,Two year,21.06,1221.34,Credit card,Fiber optic
C4697,Month-to-month,55.31,2468.6,Mailed check,DSL
C1538,Month-to-month,126.91,3344.27,Electronic check,
C1769,Month-to-month,117.02,6017.69,Bank transfer,DSL
C0761,Month-to-month,25.54,,Credit card,DSL
C2400,Two year,75.22,6199.62,Electronic check,None
C1557,Month-to-month,28.69,,Bank transfer,Fiber optic
C0352,One year,106.79,4174.25,Electronic check,Fiber optic
C2655,Month-to-month,60.99,3071.77,Electronic check,Fiber optic
C3092,Month-to-month,120.31,1286.41,Electronic check,None
C3226,Two year,25.99,26.53,Electronic check,Fiber optic
C5172,One year,100.74,1561.41,Electronic check,Fiber optic
C1098,Month-to-month,63.93,1361.77,Electronic check,Fiber optic
C4049,One year,49.5,6.12,Electronic check,Fiber optic
C2500,Month-to-month,76.92,4038.77,Electronic check,Fiber optic
C2493,Two year,73.4,3825.11,Mailed check,Fiber optic
C1596,One year,58.37,351.61,Bank transfer,Fiber optic
C4532,Month-to-month,91.37,510.89,Mailed check,None
C3666,Month-to-month,92.74,3122.86,Bank transfer,DSL
C0437,Month-to-month,28.49,190.7,Credit card,DSL
C0375,One year,85.5,555.75,Credit card,DSL
C3848,Month-to-month,98.18,5364.07,Credit card,Fiber optic
C2859,Month-to-month,28.35,373.37,Credit card,Fiber optic
C1822,Two year,92.5,453.4,Electronic check,DSL
C1475,Month-to-month,108.44,99.68,Bank transfer,Fiber optic
C1105,Month-to-month,111.51,6241.89,Electronic check,Fiber optic
C0419,Month-to-month,24.58,1456.7,Bank transfer,DSL
C5371,Month-to-month,96.72,1427.47,Bank transfer,
C4481,One year,107.67,2807.8,Credit card,None
C3671,One year,63.65,2156.39,Mailed check,Fiber optic
C3887,Month-to-month,79.71,3119.93,Electronic check,Fiber optic
C4996,Month-to-month,49.16,3383.15,Credit card,None
C5212,Month-to-month,54.13,,Mailed check,
C2273,Month-to-month,75.18,4668.98,Mailed check,Fiber optic
C2099,Month-to-month,36.63,576.58,Credit card,Fiber optic
C1672,Month-to-month,60.76,488.69,Electronic check,DSL
C3957,Month-to-month,53.16,3615.49,Electronic check,Fiber optic
C3690,One year,46.21,1963.79,Electronic check,
C0368,Month-to-month,73.23,1341.55,Mailed check,DSL
C1450,One year,112.25,905.75,Credit card,DSL
C5244,Month-to-month,46.65,1021.28,Bank transfer,None
C0382,One year,92.57,,Mailed check,Fiber optic
C4498,One year,47.96,2862.99,Electronic check,Fiber optic
C5418,One year,35.63,1053.79,Bank transfer,
C1329,Month-to-month,123.77,6406.81,Bank transfer,DSL
C4705,Month-to-month,89.66,2989.77,Electronic check,Fiber optic
C4167,Two year,31.51,1450.51,Bank transfer,Fiber optic
C1196,Month-to-month,89.59,3731.33,Electronic check,DSL
C4877,Month-to-month,39.4,1046.17,Credit card,Fiber optic
C1589,Two year,117.66,131.63,Electronic check,Fiber optic
C4105,One year,47.22,1598.17,Electronic check,DSL
C4467,Two year,108.75,2929.14,Mailed check,Fiber optic
C3973,Month-to-month,41.91,938.28,Bank transfer,DSL
C2343,Month-to-month,81.41,5406.79,Credit card,Fiber optic
C2135,Month-to-month,120.36,307.77,Electronic check,Fiber optic
C4957,One year,52.56,1213.97,Electronic check,None
C2683,Month-to-month,28.95,1509.58,Mailed check,Fiber optic
C5128,Month-to-month,80.79,1943.75,Bank transfer,Fiber optic
C3432,One year,38.96,962.73,Bank transfer,Fiber optic
C1102,Month-to-month,100.12,7388.56,Bank transfer,Fiber optic
C3701,One year,84.99,1483.97,Electronic check,Fiber optic
C4713,Month-to-month,58.1,,Mailed check,Fiber optic
C2020,Month-to-month,97.62,8152.58,Electronic check,Fiber optic
C2662,Month-to-month,46.24,278.61,Electronic check,Fiber optic
C0260,One year,120.87,8110.08,Mailed check,Fiber optic
C0685,Month-to-month,58.16,3467.54,Electronic check,None
C1781,Two year,103.93,3648.58,Credit card,Fiber optic
C1131,One year,48.44,703.02,Credit card,Fiber optic
C1725,One year,98.63,6918.32,Electronic check,None
C3172,Two year,23.47,445.79,Electronic check,Fiber optic
C3094,Month-to-month,52.51,2507.62,Credit card,Fiber optic
C2536,Month-to-month,30.22,1423.84,Bank transfer,DSL
C1480,Month-to-month,69.63,2150.22,Electronic check,DSL
C5285,Two year,67.86,1778.74,Credit card,Fiber optic
C1011,One year,59.49,5392.55,Credit card,DSL
C4430,One year,127.93,,Mailed check,Fiber optic
C0801,Month-to-month,46.85,34.02,Electronic check,DSL
C4588,Month-to-month,107.02,3943.59,Electronic check,None
C2593,Month-to-month,69.22,291.37,Mailed check,Fiber optic
C2839,One year,56.83,2583.1,Bank transfer,DSL
C1248,Month-to-month,42.38,108.35,Bank transfer,Fiber optic
C4480,Month-to-month,89.67,4126.78,Bank transfer,Fiber optic
C4618,One year,56.7,3099.24,Bank transfer,None
C1361,Two year,109.42,5607.43,Electronic check,Fiber optic
C4602,Month-to-month,126.53,7974.68,Bank transfer,DSL
C1350,Two year,44.98,,Credit card,None
C1804,Month-to-month,34.15,2162.08,Mailed check,None
C1372,Month-to-month,54.71,617.2,Electronic check,DSL
C4490,Two year,71.38,,Electronic check,DSL
C0558,Month-to-month,53.11,2011.05,Credit card,Fiber optic
C2812,Two year,126.75,11276.17,Credit card,Fiber optic
C2767,Month-to-month,105.71,772.81,Electronic check,Fiber optic
C5152,Two year,126.28,3851.66,Electronic check,DSL
C3056,Month-to-month,61.06,2152.07,Electronic check,DSL
C4787,One year,53.51,661.07,Electronic check,Fiber optic
C0728,Two year,64.81,1437.47,Credit card,DSL
C2537,Month-to-month,77.51,2727.35,Credit card,DSL
C3293,Month-to-month,101.57,2136.11,Credit card,Fiber optic
C3679,Month-to-month,116.92,9407.45,Electronic check,DSL
C5186,Two year,70.95,2282.9,Bank transfer,
C2359,Month-to-month,51.81,588.45,Mailed check,Fiber optic
C3841,Month-to-month,55.07,2411.45,Mailed check,DSL
C1335,One year,96.66,4249.13,Electronic check,Fiber optic
C1541,Two year,82.43,1030.65,Electronic check,Fiber optic
C2547,Month-to-month,73.51,5138.11,Mailed check,DSL
C2820,Two year,42.31,235.85,Bank transfer,Fiber optic
C1496,Month-to-month,116.3,7737.74,Credit card,DSL
C0467,One year,105.91,8669.59,Mailed check,DSL
C2533,Month-to-month,35.47,1081.59,Electronic check,DSL
C0819,Month-to-month,60.41,,Electronic check,Fiber optic
C3329,Two year,79.63,3596.35,Electronic check,Fiber optic
C0737,Month-to-month,69.98,4332.85,Mailed check,DSL
C5464,Month-to-month,63.76,2161.06,Bank transfer,None
C0111,One year,99.07,7213.71,Electronic check,DSL
C1891,One year,26.0,1311.67,Bank transfer,DSL
C0859,Month-to-month,71.86,3409.41,Electronic check,DSL
C1796,One year,48.84,1668.68,Electronic check,DSL
C3391,One year,29.31,1422.28,Electronic check,
C0284,Two year,71.14,854.16,Bank transfer,Fiber optic
C1676,Month-to-month,38.85,,Bank transfer,
C3874,Month-to-month,48.4,,Credit card,Fiber optic
C4163,Month-to-month,75.77,668.49,Electronic check,Fiber optic
C3364,Month-to-month,127.11,1789.83,Mailed check,None
C4788,Month-to-month,95.27,1845.08,Bank transfer,DSL
C4473,Month-to-month,50.76,202.31,Electronic check,DSL
C2491,Two year,62.06,3912.3,Electronic check,DSL
C3706,Two year,64.67,3640.82,Mailed check,DSL
C2568,Month-to-month,36.9,2187.79,Bank transfer,Fiber optic
C4834,Month-to-month,37.67,1408.95,Credit card,DSL
C1840,Month-to-month,36.32,1096.84,Electronic check,None
C4472,Month-to-month,77.38,4717.8,Mailed check,
C4690,Two year,94.16,4847.29,Electronic check,Fiber optic
C4501,Month-to-month,84.98,5880.44,Mailed check,None
C2076,Two year,127.55,456.51,Credit card,Fiber optic
C1714,Month-to-month,33.85,,Credit card,Fiber optic
C2227,One year,128.51,2476.61,Credit card,DSL
C0151,One year,71.33,2780.4,Electronic check,Fiber optic
C2936,Month-to-month,44.05,,Bank transfer,None
C2200,Month-to-month,123.76,8675.09,Bank transfer,Fiber optic
C0349,Two year,71.55,1973.14,Electronic check,Fiber optic
C3047,Month-to-month,58.21,275.34,Bank transfer,DSL
C2950,Month-to-month,43.52,2778.66,Mailed check,DSL
C1455,Month-to-month,49.47,2151.06,Electronic check,None
C0682,Month-to-month,127.71,665.93,Electronic check,Fiber optic
C4134,Month-to-month,53.44,,Electronic check,Fiber optic
C2307,Month-to-month,127.56,94.33,Mailed check,Fiber optic
C1637,Two year,56.32,,Mailed check,None
C2528,Month-to-month,45.46,1167.56,Bank transfer,Fiber optic
C4357,Month-to-month,40.17,,Bank transfer,Fiber optic
C4078,Month-to-month,65.3,156.79,Mailed check,DSL
C0044,Month-to-month,46.05,2711.17,Electronic check,Fiber optic
C3011,One year,96.66,4281.0,Bank transfer,DSL
C1060,Two year,46.37,694.92,Electronic check,Fiber optic
C3756,One year,111.89,698.28,Mailed check,DSL
C4494,Month-to-month,111.74,4196.59,Electronic check,DSL
C4601,Month-to-month,51.41,2241.5,Bank transfer,DSL
C3090,Month-to-month,102.89,970.93,Electronic check,DSL
C2761,Month-to-month,114.33,2607.85,Credit card,Fiber optic
C1826,Month-to-month,84.91,5668.43,Mailed check,DSL
C1533,One year,60.3,2227.09,Electronic check,DSL
C1603,Month-to-month,68.51,813.43,Credit card,Fiber optic
C4653,Month-to-month,106.49,3200.09,Electronic check,None
C2050,Two year,52.26,4767.52,Electronic check,DSL
C4765,Two year,56.79,,Electronic check,DSL
C3644,Month-to-month,37.69,1896.97,Mailed check,Fiber optic
C4676,Month-to-month,63.9,2266.68,Electronic check,None
C4735,One year,29.52,248.91,Electronic check,DSL
C0429,Month-to-month,55.31,500.64,Credit card,DSL
C3550,Two year,61.08,1026.87,Credit card,Fiber optic
C2908,Month-to-month,48.1,3475.68,Electronic check,Fiber optic
C3095,Month-to-month,31.15,1080.13,Electronic check,None
C0476,Month-to-month,77.38,1218.03,Bank transfer,Fiber optic
C5248,One year,115.16,355.54,Electronic check,Fiber optic
C1427,One year,56.92,,Bank transfer,Fiber optic
C1278,One year,46.05,1984.87,Electronic check,DSL
C1406,Two year,51.35,602.71,Electronic check,Fiber optic
C1866,Month-to-month,114.81,4059.16,Electronic check,DSL
C0848,One year,78.06,2483.73,Credit card,Fiber optic
C2452,Two year,34.39,,Electronic check,None
C3325,Two year,98.01,1906.02,Credit card,DSL
C2333,Month-to-month,36.98,99.28,Mailed check,DSL
C1951,One year,26.63,1222.16,Electronic check,
C0400,One year,48.13,1107.2,Electronic check,Fiber optic
C3514,One year,38.49,2369.5,Electronic check,DSL
C1854,Month-to-month,86.55,511.36,Electronic check,
C3821,One year,73.3,3723.05,Electronic check,None
C4671,One year,99.65,,Electronic check,None
C1230,Month-to-month,76.27,,Electronic check,DSL
C0184,Month-to-month,66.09,2374.05,Electronic check,DSL
C4095,Month-to-month,77.88,3102.95,Credit card,Fiber optic
C0093,One year,67.79,1174.02,Electronic check,DSL
C2331,One year,24.08,125.57,Electronic check,DSL
C5263,Month-to-month,94.88,79.85,Electronic check,Fiber optic
C2924,One year,125.83,,Electronic check,Fiber optic
C1000,Month-to-month,66.42,2829.68,Bank transfer,Fiber optic
C3772,Month-to-month,66.61,2701.64,Electronic check,DSL
C0715,Month-to-month,25.03,1592.57,Electronic check,Fiber optic
C4296,Month-to-month,117.94,,Mailed check,Fiber optic
C5068,One year,122.2,1591.03,Bank transfer,DSL
C1356,Two year,109.45,2073.87,Bank transfer,Fiber optic
C2294,Month-to-month,31.7,1697.47,Electronic check,Fiber optic
C5127,Two year,119.02,796.15,Bank transfer,DSL
C1893,One year,22.64,938.49,Mailed check,Fiber optic
C4556,Month-to-month,68.9,827.47,Electronic check,
C4094,Month-to-month,75.07,2179.93,Mailed check,None
C0756,One year,111.74,1758.62,Electronic check,Fiber optic
C2999,One year,102.59,,Electronic check,Fiber optic
C1771,Month-to-month,107.68,7109.59,Credit card,DSL
C2768,Month-to-month,115.47,4372.6,Electronic check,None
C0120,Two year,72.37,,Electronic check,None
C4041,Month-to-month,105.83,3509.14,Credit card,Fiber optic
C3288,Two year,27.48,100.95,Bank transfer,None
C1760,Month-to-month,68.9,2993.58,Electronic check,Fiber optic
C4939,Month-to-month,23.31,9.38,Electronic check,Fiber optic
C0019,Month-to-month,120.68,9848.7,Electronic check,DSL
C0880,Month-to-month,125.43,2690.16,Mailed check,DSL
C5059,Month-to-month,29.23,4.02,Credit card,Fiber optic
C1141,Month-to-month,78.59,2417.6,Mailed check,DSL
C0257,One year,55.77,1901.85,Credit card,None
C5092,Month-to-month,57.68,918.56,Bank transfer,Fiber optic
C2368,One year,69.58,1274.78,Credit card,Fiber optic
C4104,Two year,33.76,1794.4,Credit card,DSL
C3236,Two year,39.88,699.18,Bank transfer,Fiber optic
C1336,Month-to-month,83.51,,Electronic check,DSL
C0808,One year,22.06,231.45,Credit card,None
C4375,One year,85.98,1947.14,Bank transfer,Fiber optic
C2399,Month-to-month,55.08,979.65,Bank transfer,DSL
C1075,Month-to-month,111.54,4239.86,Electronic check,Fiber optic
C2005,Month-to-month,86.0,3692.18,Credit card,DSL
C3707,Month-to-month,97.89,1975.66,Electronic check,DSL
C1284,Two year,32.59,1552.12,Credit card,DSL
C1592,Two year,49.24,2723.56,Credit card,None
C1608,One year,129.63,159.82,Bank transfer,Fiber optic
C4566,Month-to-month,67.7,,Electronic check,DSL
C4976,Two year,59.48,,Bank transfer,DSL
C3999,One year,116.12,2467.94,Electronic check,Fiber optic
C2429,Month-to-month,23.64,1252.1,Electronic check,Fiber optic
C4358,Two year,78.83,2477.9,Electronic check,DSL
C3319,Month-to-month,43.13,112.05,Credit card,Fiber optic
C3892,Month-to-month,60.5,2121.66,Electronic check,DSL
C3842,One year,41.98,1907.77,Electronic check,None
C4632,Two year,24.16,96.3,Bank transfer,DSL
C4404,Month-to-month,65.82,588.27,Credit card,None
C0978,One year,106.81,5112.13,Electronic check,Fiber optic
C4208,Month-to-month,124.71,5175.47,Electronic check,None
C5179,One year,88.62,,Electronic check,Fiber optic
C0750,Month-to-month,62.77,,Mailed check,Fiber optic
C3651,Two year,104.68,3156.83,Credit card,DSL
C3904,Two year,75.57,2635.74,Mailed check,DSL
C2093,Month-to-month,60.44,1435.24,Credit card,Fiber optic
C2275,Two year,39.7,2380.25,Mailed check,DSL
C4096,Two year,107.57,1251.59,Electronic check,
C5353,Month-to-month,75.05,3634.85,Bank transfer,Fiber optic
C2947,Two year,126.02,1447.83,Bank transfer,None
C1733,Two year,108.21,349.63,Electronic check,Fiber optic
C4644,Month-to-month,66.2,1943.34,Electronic check,Fiber optic
C4722,Month-to-month,101.49,1224.82,Electronic check,Fiber optic
C5283,Month-to-month,69.87,2590.99,Bank transfer,DSL
C3107,Month-to-month,28.79,976.21,Electronic check,
C0684,Month-to-month,76.83,2505.7,Bank transfer,Fiber optic
C4945,Month-to-month,115.23,3422.49,Credit card,None
C3595,Two year,114.1,2943.9,Credit card,DSL
C0575,One year,83.25,3928.59,Mailed check,Fiber optic
C0767,Two year,61.8,2824.14,Bank transfer,Fiber optic
C2542,Two year,21.11,144.81,Electronic check,None
C3754,Month-to-month,54.26,2224.11,Electronic check,None
C3046,One year,128.88,5315.46,Electronic check,DSL
C1471,Month-to-month,99.91,5014.72,Electronic check,Fiber optic
C0040,One year,98.93,3797.47,Electronic check,Fiber optic
C1985,Month-to-month,103.72,8059.8,Electronic check,Fiber optic
C0560,Month-to-month,88.21,,Bank transfer,DSL
C0800,Month-to-month,84.44,1062.95,Bank transfer,Fiber optic
C4130,One year,69.9,3499.4,Bank transfer,DSL
C4383,Two year,68.83,670.4,Electronic check,Fiber optic
C3695,Month-to-month,115.79,6195.48,Electronic check,DSL
C5171,Month-to-month,63.28,2509.9,Bank transfer,Fiber optic
C2015,One year,112.43,5437.17,Electronic check,None
C4555,Month-to-month,112.15,7030.54,Credit card,DSL
C4913,Two year,104.8,2259.67,Mailed check,None
C3508,Month-to-month,24.14,873.41,Bank transfer,Fiber optic
C0686,Month-to-month,36.28,1087.92,Credit card,DSL
C2562,Month-to-month,54.62,1371.13,Electronic check,DSL
C0127,One year,113.23,5249.94,Credit card,Fiber optic
C0904,Month-to-month,116.06,,Credit card,DSL
C1197,Month-to-month,24.57,1741.53,Credit card,None
C0134,Two year,55.72,1592.05,Credit card,DSL
C4916,Month-to-month,113.54,284.54,Credit card,Fiber optic
C0921,Month-to-month,47.47,1938.89,Bank transfer,Fiber optic
C2203,Two year,127.36,6705.69,Bank transfer,DSL
C3227,One year,73.82,3878.51,Bank transfer,None
C4063,Month-to-month,123.1,1372.14,Electronic check,DSL
C1874,Month-to-month,67.17,3113.06,Electronic check,Fiber optic
C2029,Month-to-month,55.62,2187.21,Electronic check,DSL
C5228,One year,59.87,,Credit card,DSL
C0464,Two year,117.27,1146.66,Mailed check,None
C2473,One year,56.38,,Mailed check,Fiber optic
C3708,One year,93.63,3482.48,Bank transfer,Fiber optic
C1503,Month-to-month,71.68,961.82,Electronic check,DSL
C0171,Month-to-month,123.58,4700.86,Credit card,DSL
C1808,One year,37.53,2902.8,Credit card,Fiber optic
C2920,Month-to-month,67.15,1429.85,Electronic check,Fiber optic
C5367,Two year,33.71,27.65,Credit card,DSL
C0420,Month-to-month,83.6,761.94,Bank transfer,DSL
C3321,Month-to-month,64.32,140.01,Credit card,None
C3087,One year,26.7,607.29,Electronic check,None
C3503,One year,113.48,2121.04,Credit card,DSL
C2716,One year,61.31,53.36,Credit card,Fiber optic
C4454,One year,74.3,3291.09,Electronic check,DSL
C4264,Month-to-month,64.83,3434.58,Bank transfer,Fiber optic
C0357,Two year,73.75,45.83,Credit card,DSL
C1799,Two year,21.8,201.1,Electronic check,Fiber optic
C2693,Month-to-month,109.7,2226.96,Bank transfer,Fiber optic
C2766,Two year,56.55,4244.7,Electronic check,DSL
C0860,Two year,99.69,709.88,Credit card,Fiber optic
C1437,One year,27.14,1937.14,Bank transfer,DSL
C1754,One year,77.62,2071.98,Bank transfer,DSL
C0680,One year,119.97,6011.11,Electronic check,Fiber optic
C2385,Month-to-month,63.81,4542.72,Electronic check,None
C0847,Month-to-month,41.7,,Bank transfer,None
C2329,Two year,30.9,491.09,Electronic check,Fiber optic
C0244,One year,114.5,1874.22,Bank transfer,None
C3302,Month-to-month,46.27,1742.83,Credit card,Fiber optic
C3176,Month-to-month,127.26,1656.25,Credit card,Fiber optic
C1152,Month-to-month,47.26,44.97,Electronic check,None
C4236,Two year,72.91,,Credit card,DSL
C2951,Month-to-month,70.38,1479.57,Electronic check,None
C1199,One year,26.82,313.4,Credit card,Fiber optic
C5286,Month-to-month,78.5,3287.62,Electronic check,Fiber optic
C3289,One year,93.99,,Bank transfer,DSL
C2108,Two year,101.63,6311.95,Credit card,DSL
C2557,One year,77.49,4770.31,Electronic check,Fiber optic
C5436,Month-to-month,109.38,4674.6,Credit card,Fiber optic
C1686,Two year,102.73,1950.79,Bank transfer,DSL
C3013,Month-to-month,41.34,3200.7,Credit card,DSL
C1136,Month-to-month,64.18,10.09,Mailed check,Fiber optic
C0520,Month-to-month,35.68,,Electronic check,Fiber optic
C0544,Month-to-month,34.68,842.21,Credit card,Fiber optic
C3485,Month-to-month,98.33,4832.15,Electronic check,DSL
C3066,One year,78.35,2934.51,Electronic check,Fiber optic
C1320,Month-to-month,86.1,828.21,Bank transfer,DSL
C2218,Two year,100.54,5894.47,Electronic check,DSL
C1609,Month-to-month,50.5,,Bank transfer,Fiber optic
C5401,Two year,64.15,2071.49,Bank transfer,Fiber optic
C0583,Month-to-month,86.75,5004.17,Bank transfer,Fiber optic
C5108,Month-to-month,30.63,1897.14,Credit card,Fiber optic
C1697,Month-to-month,111.64,4939.52,Credit card,Fiber optic
C4548,One year,57.78,245.81,Credit card,DSL
C3461,Two year,92.46,5411.66,Bank transfer,DSL
C0310,One year,129.51,57.05,Electronic check,DSL
C2465,Month-to-month,72.29,226.54,Bank transfer,
C1651,Month-to-month,43.66,2198.29,Electronic check,DSL
C3190,Month-to-month,43.81,2074.25,Electronic check,Fiber optic
C1140,Month-to-month,26.64,1352.04,Bank transfer,Fiber optic
C3424,Two year,104.38,3591.92,Electronic check,Fiber optic
C1863,Month-to-month,52.28,1667.08,Bank transfer,Fiber optic
C2000,Month-to-month,39.0,,Credit card,Fiber optic
C1341,Month-to-month,98.51,5078.84,Mailed check,DSL
C0011,Month-to-month,54.01,1317.7,Mailed check,DSL
C2586,Two year,86.05,4111.45,Electronic check,Fiber optic
C1878,Month-to-month,65.96,1795.28,Electronic check,
C1468,Month-to-month,56.76,480.35,Electronic check,
C2442,One year,73.84,837.61,Bank transfer,Fiber optic
C5308,Month-to-month,54.52,,Electronic check,None
C2854,Month-to-month,115.76,2636.97,Mailed check,Fiber optic
C3932,One year,28.03,538.87,Electronic check,Fiber optic
C2695,Two year,23.32,1234.99,Electronic check,None
C2027,One year,64.7,5153.19,Credit card,DSL
C4575,Two year,39.01,1022.31,Mailed check,DSL
C1323,One year,101.81,,Bank transfer,DSL
C1162,Month-to-month,58.88,673.24,Bank transfer,Fiber optic
C1384,Month-to-month,48.76,1887.11,Bank transfer,None
C0535,Two year,59.53,315.1,Electronic check,Fiber optic
C1988,Month-to-month,44.14,,Electronic check,Fiber optic
C1408,Month-to-month,52.96,993.03,Credit card,Fiber optic
C4463,Two year,82.48,,Bank transfer,Fiber optic
C0189,Month-to-month,115.04,377.0,Bank transfer,Fiber optic
C4146,Month-to-month,60.8,3932.42,Electronic check,DSL
C4831,One year,55.27,864.51,Electronic check,Fiber optic
C5037,One year,106.0,3419.75,Bank transfer,DSL
C3384,Month-to-month,22.47,378.91,Bank transfer,Fiber optic
C4851,Month-to-month,53.23,854.45,Credit card,Fiber optic
C4200,Month-to-month,69.74,4708.21,Credit card,Fiber optic
C1870,Month-to-month,86.07,4033.36,Credit card,Fiber optic
C0003,One year,37.17,2928.24,Electronic check,DSL
C5339,Two year,67.61,1118.44,Credit card,Fiber optic
C2886,Month-to-month,82.29,2990.29,Credit card,DSL
C2868,Two year,76.13,1881.89,Credit card,Fiber optic
C4832,One year,83.2,2562.79,Credit card,None
C0652,One year,92.86,5441.96,Electronic check,
